"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2015-09-13,"Nortac Kryptonite G99",3,"UPSC Eagles Blue G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-09-13,"FME Renegades G99",6,"HSC Firecrackers G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-09-13,"FWFC Hotshots G99",1,"Hummingbirds G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-09-19,"UPSC Eagles Blue G99",1,"FWFC Hotshots G99",10,"SSUL G01 Div 2","home","away","Unk"
2015-09-20,"Hummingbirds G99",0,"FME Renegades G99",7,"SSUL G01 Div 2","home","away","Unk"
2015-09-20,"CFSC Schneider G99",8,"Nortac Kryptonite G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-09-27,"Hummingbirds G99",3,"CFSC Schneider G99",2,"SSUL G01 Div 2","home","away","Unk"
2015-09-27,"FME Renegades G99",9,"Nortac Kryptonite G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-09-27,"UPSC Eagles Blue G99",0,"HSC Firecrackers G99",10,"SSUL G01 Div 2","home","away","Unk"
2015-10-03,"Nortac Kryptonite G99",1,"HSC Firecrackers G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-10-03,"UPSC Eagles Blue G99",0,"FME Renegades G99",11,"SSUL G01 Div 2","home","away","Unk"
2015-10-03,"CFSC Schneider G99",3,"FWFC Hotshots G99",2,"SSUL G01 Div 2","home","away","Unk"
2015-10-04,"CFSC Schneider G99",1,"HSC Firecrackers G99",1,"SSUL G01 Div 2","home","away","Unk"
2015-10-04,"Nortac Kryptonite G99",0,"FWFC Hotshots G99",2,"SSUL G01 Div 2","home","away","Unk"
2015-10-04,"UPSC Eagles Blue G99",1,"Hummingbirds G99",7,"SSUL G01 Div 2","home","away","Unk"
2015-10-10,"HSC Firecrackers G99",3,"CFSC Schneider G99",3,"SSUL G01 Div 2","home","away","Unk"
2015-10-10,"FME Renegades G99",10,"UPSC Eagles Blue G99",1,"SSUL G01 Div 2","home","away","Unk"
2015-10-10,"FWFC Hotshots G99",1,"Nortac Kryptonite G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-10-11,"FWFC Hotshots G99",0,"CFSC Schneider G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-10-11,"HSC Firecrackers G99",4,"Nortac Kryptonite G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-10-18,"CFSC Schneider G99",2,"FME Renegades G99",5,"SSUL G01 Div 2","home","away","Unk"
2015-10-18,"Nortac Kryptonite G99",1,"Hummingbirds G99",6,"SSUL G01 Div 2","home","away","Unk"
2015-10-18,"HSC Firecrackers G99",4,"FWFC Hotshots G99",1,"SSUL G01 Div 2","home","away","Unk"
2015-10-25,"Nortac Kryptonite G99",0,"CFSC Schneider G99",9,"SSUL G01 Div 2","home","away","Unk"
2015-10-25,"FME Renegades G99",2,"Hummingbirds G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-10-25,"FWFC Hotshots G99",0,"HSC Firecrackers G99",3,"SSUL G01 Div 2","home","away","Unk"
2015-11-01,"Hummingbirds G99",3,"Nortac Kryptonite G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-11-01,"FWFC Hotshots G99",4,"UPSC Eagles Blue G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-11-08,"FME Renegades G99",1,"FWFC Hotshots G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-11-08,"HSC Firecrackers G99",1,"Hummingbirds G99",1,"SSUL G01 Div 2","home","away","Unk"
2015-11-08,"UPSC Eagles Blue G99",0,"CFSC Schneider G99",15,"SSUL G01 Div 2","home","away","Unk"
2015-11-15,"Nortac Kryptonite G99",0,"FME Renegades G99",8,"SSUL G01 Div 2","home","away","Unk"
2015-11-15,"CFSC Schneider G99",2,"Hummingbirds G99",3,"SSUL G01 Div 2","home","away","Unk"
2015-11-22,"Hummingbirds G99",1,"FWFC Hotshots G99",1,"SSUL G01 Div 2","home","away","Unk"
2015-11-22,"UPSC Eagles Blue G99",0,"Nortac Kryptonite G99",7,"SSUL G01 Div 2","home","away","Unk"
2015-11-22,"FME Renegades G99",5,"CFSC Schneider G99",0,"SSUL G01 Div 2","home","away","Unk"
2015-12-06,"FWFC Hotshots G99",0,"FME Renegades G99",4,"SSUL G01 Div 2","home","away","Unk"
2015-12-06,"Hummingbirds G99",0,"HSC Firecrackers G99",2,"SSUL G01 Div 2","home","away","Unk"
2016-01-01,"SLSC Comos Lawless G01",0,"Nationals Union Black G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-01-01,"TFA Elite G01",0,"FCKC Academy Blue Elite G01",3,"USYS National League U16","neutral","neutral","Unk"
2016-01-01,"Greater Binghamton FC G01",2,"LFSA Select G01",1,"USYS National League U16","neutral","neutral","Unk"
2016-01-01,"Michigan Jaguars Green G01",3,"TFCA Alliance G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-01-01,"BRYC Elite Academy G01",3,"Midwest United FC Royal G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-01-01,"Charlotte Predator G01",0,"Kings Hammer Academy Red G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-01-01,"CUP Gold G01",0,"United FA Premier G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-01-01,"Elite Academy Maroon Omaha G01",2,"Nationals Union Red G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-01-02,"Nationals Union Black G01",3,"FCKC Academy Blue Elite G01",1,"USYS National League U16","neutral","neutral","Unk"
2016-01-02,"TFA Elite G01",3,"SLSC Comos Lawless G01",1,"USYS National League U16","neutral","neutral","Unk"
2016-01-02,"TFCA Alliance G01",1,"Greater Binghamton FC G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-01-02,"LFSA Select G01",0,"Michigan Jaguars Green G01",1,"USYS National League U16","neutral","neutral","Unk"
2016-01-02,"United FA Premier G01",0,"BRYC Elite Academy G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-01-02,"Midwest United FC Royal G01",0,"CUP Gold G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-01-02,"Kings Hammer Academy Red G01",0,"Nationals Union Red G01",1,"USYS National League U16","neutral","neutral","Unk"
2016-01-02,"Elite Academy Maroon Omaha G01",2,"Charlotte Predator G01",1,"USYS National League U16","neutral","neutral","Unk"
2016-03-17,"United FC Xtreme G01",2,"FC Elk Grove Platinum 1 G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-03-17,"Lonestar SC Composite G01",2,"Utah Celtic FC Premier G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-03-17,"Century V Gold G01",2,"Legends FC Academy G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-03-17,"FC Alliance TN G01",2,"USA Stars G01",4,"USYS National League U16","neutral","neutral","Unk"
2016-03-17,"Beadling Elite G01",0,"Fullerton Rangers White G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-03-17,"Florida Elite G01",3,"PacNW Maroon G01",1,"USYS National League U16","neutral","neutral","Unk"
2016-03-17,"FC Frederick G01",1,"Legends FC G01",4,"USYS National League U16","neutral","neutral","Unk"
2016-03-17,"Tennessee SC Showcase G01",0,"La Roca Premier FD G01",1,"USYS National League U16","neutral","neutral","Unk"
2016-03-18,"PacNW Maroon G01",2,"Beadling Elite G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-03-18,"Fullerton Rangers White G01",0,"Florida Elite G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-03-18,"La Roca Premier FD G01",3,"FC Frederick G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-03-18,"Legends FC G01",0,"Tennessee SC Showcase G01",1,"USYS National League U16","neutral","neutral","Unk"
2016-03-18,"Utah Celtic FC Premier G01",2,"United FC Xtreme G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-03-18,"FC Elk Grove Platinum 1 G01",1,"Lonestar SC Composite G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-03-18,"USA Stars G01",2,"Century V Gold G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-03-18,"Legends FC Academy G01",3,"FC Alliance TN G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-03-19,"Beadling Elite G01",1,"Florida Elite G01",3,"USYS National League U16","neutral","neutral","Unk"
2016-03-19,"Fullerton Rangers White G01",4,"PacNW Maroon G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-03-19,"FC Frederick G01",1,"Tennessee SC Showcase G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-03-19,"Legends FC G01",0,"La Roca Premier FD G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-03-19,"United FC Xtreme G01",1,"Lonestar SC Composite G01",2,"USYS National League U16","neutral","neutral","Unk"
2016-03-19,"FC Elk Grove Platinum 1 G01",0,"Utah Celtic FC Premier G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-03-19,"Century V Gold G01",2,"FC Alliance TN G01",3,"USYS National League U16","neutral","neutral","Unk"
2016-03-19,"Legends FC Academy G01",0,"USA Stars G01",0,"USYS National League U16","neutral","neutral","Unk"
2016-06-03,"NEU -Unk G00",1,"Crossfire Premier B G01",0,"Showcase of Champions Girls U16/15 Platinum U16","neutral","neutral","Grass"
2016-06-03,"PCU Red G00",3,"MT Rush Blue G01",3,"Showcase of Champions Girls U16/15 Platinum U16","neutral","neutral","Grass"
2016-06-03,"Harbor Premier Green G01",2,"Missoula Strikers Black G02",1,"Showcase of Champions U16/15 Diamond U16","neutral","neutral","Grass"
2016-06-03,"Crossfire Premier A G02",2,"Idaho Rush Premier G01",1,"Showcase of Champions U16/15 Diamond U16","neutral","neutral","Grass"
2016-06-04,"NEU -Unk G00",1,"Idaho Rush Premier G01",1,"Showcase of Champions Girls U16/15 Platinum U16","neutral","neutral","Grass"
2016-06-04,"Spokane Foxes -Unk G00",4,"Crossfire Premier B G01",1,"Showcase of Champions Girls U16/15 Platinum U16","neutral","neutral","Grass"
2016-06-04,"PCU Red G00",4,"NW United Black G00",1,"Showcase of Champions Girls U16/15 Platinum U16","neutral","neutral","Grass"
2016-06-04,"Crossfire OR Blue I G01",4,"MT Rush Blue G01",0,"Showcase of Champions Girls U16/15 Platinum U16","neutral","neutral","Grass"
2016-06-04,"Crossfire OR Blue I G01",3,"NW United Black G00",1,"Showcase of Champions Girls U16/15 Platinum U16","neutral","neutral","Grass"
2016-06-04,"Spokane Foxes -Unk G00",1,"MT Rush Blue G01",3,"Showcase of Champions Girls U16/15 Platinum U16","neutral","neutral","Grass"
2016-06-04,"Harbor Premier Green G01",0,"Crossfire Premier A G02",6,"Showcase of Champions U16/15 Diamond U16","neutral","neutral","Grass"
