"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"TFA Williamette Athleticos B98",1707,27.74,19.35,18,"OR","","","Win OYS B98 Premier","OYS State Cup B98"
"Whatcom Rangers Gold B98",1706,28.17,18.9,26,"WA","Bellingham","RCL B98 Div 2","","WYS Presidents Cup B98"
"Pacific FC Blue-Strikers B98",1704,30.67,17.13,28,"WA","Battle Ground","PTT B99 BHS","","Founders Cup B98 Div A"
"MRFC Blue B98",1704,24.02,21.87,31,"WA","Sumner","PSPL WSPL 2 U19","","WA Cup HS Silver U19"
"Seattle United Tango B98",1701,23.1,22.33,32,"WA","Seattle","RCL B98 Div 1","","WYS Championship B98"
"MVP Rapids Navy B98",1700,28.47,17.99,25,"WA","Maple Valley","PSPL WSPL 2 U19","","WA Cup HS Gold U19"
"Spokane Sounders B B98",1697,25.48,19.67,28,"WA","Spokane","RCL B98 Div 3","","WYS Presidents Cup B98"
"4-H Barcelona B98",1697,36.01,13.91,14,"OR","","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"Gala FC A B98",1691,26.32,18.25,17,"WA","Marysville","","","WA Cup HS Silver U19"
"Washington Timbers Red 2 B98",1684,28.24,16.22,25,"WA","Vancouver","RCL B98 Div 3","","WYS Presidents Cup B98"
"Crossfire Select Mele B98",1683,22.14,20.51,31,"WA","Redmond","NPSL Div 1 (98) U19","","Founders Cup B98 Div A"
"Pacific FC White-Cheetahs B98",1683,23.45,19.36,27,"WA","Battle Ground","PSPL WSPL 2 U19","","WA Cup HS Silver U19"
"Kent United Green B98",1677,28.79,15.13,36,"WA","Kent","RCL B98 Div 3","","WYS Championship B98"
"CGA Academy SC Elite B98",1677,29.13,14.95,11,"ID","","","","ID State Cup U19/U20 U19"
"FC Portland White B98",1661,28.98,13.5,18,"OR","Portland","","Win OYS B98 Premier","OYS Presidents Cup B98"
"Dragons FC B98",1660,28.82,13.49,27,"WA","Seattle","PSPL WSPL 1 U19","","WA Cup HS Gold U19"
"Eastside Timbers Black B98",1658,19.44,19.7,30,"OR","Gresham","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"ETFC Liverpool B98",1653,18.72,19.74,14,"OR","Eugene","","Win OYS B98 Premier",""
"Bend FC Timbers Red B98",1637,16.14,20.43,17,"OR","Bend","","Win OYS B98 Premier","OYS State Cup B98"
"ISC Gunners A B98",1635,17.19,18.94,25,"WA","Issaquah","PSPL WSPL 1 U19","","WA Cup HS Gold U19"
"THUSC Indium B98",1630,21.57,14.56,24,"OR","Beaverton","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"Crossfire Premier B B98",1627,27.28,11.31,25,"WA","Redmond","RCL B98 Div 2","","WYS Presidents Cup B98"
"Thelo Galaxy White B98",1625,31.87,9.57,13,"OR","Milwaukie","","Win OYS B98 Premier","OYS Presidents Cup B98"
"Quad City Fusion Orange B98",1622,25.06,11.86,13,"ID","Moscow","","Spr IPL 98-00 U19","ID State Cup U19/U20 U19"
"Washington Timbers Green 1 B98",1619,22.28,13.15,32,"WA","Vancouver","PTT B99 BHS","","Founders Cup B98 Div A"
"Seattle United Samba B98",1613,25.37,11.04,31,"WA","Seattle","RCL B98 Div 2","","WYS Presidents Cup B98"
"FC Alianza Boca Juniors B98",1604,22.25,11.83,10,"ID","","","Spr Idaho D3 U17/18/19 Div 2","ID State Cup U19/U20 U19"
"WA Rush Nero B98",1584,19.95,11.5,36,"WA","Everett","RCL B98 Div 3","","WYS Presidents Cup B98"
"Harbor Premier Green B98",1583,16.33,13.97,31,"WA","Gig Harbor","RCL B98 Div 2","","WYS Presidents Cup B98"
"PacNW Blue B98",1577,18.46,11.81,29,"WA","Tukwila","RCL B98 Div 2","","WYS Presidents Cup B98"
"NWSC Impact B98",1574,17.18,12.42,24,"OR","Beaverton","","Win OYS B98 Div 1",""
"Irish Lions B98",1569,9.91,20.81,12,"WA","Mukilteo","","","Founders Cup B98 Div A"
"Lake Hills Flash B98",1566,16.45,12.32,26,"WA","Bellevue","NPSL Div 1 (98) U19","","Founders Cup B98 Div A"
"TBSC Arsenal FC B98",1557,17.96,10.56,15,"WA","Mountlake Terrace","NPSL Div 1 (98) U19","",""
"Seattle United Shoreline Blue B98",1553,15.38,12.05,29,"WA","Shoreline","NPSL Div 1 (98) U19","","Founders Cup B98 Div A"
"Mercer Island FC Whitecaps B98",1552,19.8,9.26,25,"WA","Mercer Island","NPSL Div 2 (98) U19","","Founders Cup B98 Div A"
"Newport FC B98",1548,12.02,14.89,27,"WA","Bellevue","NPSL Div 1 (98) U19","","Founders Cup B98 Div A"
"Crossfire Premier C B98",1532,15.39,10.39,30,"WA","Redmond","RCL B98 Div 3","","WYS Presidents Cup B98"
"Twin Falls Rapids B98",1523,17.11,8.78,12,"ID","Twin Falls","","Spr Idaho D3 U17/18/19 Div 2",""
"Quad City Fusion White B98",1514,6.75,20.82,9,"ID","Moscow","","Spr IPL 01-02 U16",""
"FPSC Fury Black B98",1507,14.84,9.06,23,"WA","Tacoma","PSPL WSPL 1 U19","","WA Cup HS Gold U19"
"South Whidbey Wild B98",1498,13.87,9.1,19,"WA","Clinton","NPSL Div 2 (98) U19","",""
"NW United Black B98",1496,17.89,6.96,27,"WA","Burlington","RCL B98 Div 3","","WYS Presidents Cup B98"
"Storm FC B98",1491,13.36,9.01,16,"WA","Cheney","","","WA Cup HS Silver U19"
"Norpoint AC Milan B98",1491,17.68,6.79,17,"WA","Tacoma","NPSL Div 1 (98) U19","","Founders Cup B98 Div A"
"Crossfire Select Lewis B98",1480,14.62,7.63,25,"WA","Redmond","NPSL Div 1 (98) U19","","Founders Cup B98 Div A"
"Tacoma United Chelsea B98",1475,15.96,6.72,21,"WA","Tacoma","RCL B98 Div 3","","WYS Presidents Cup B98"
"3 Rivers Black B98",1454,11.43,8.14,13,"WA","Pasco","RCL B98 Div 3","",""
"RVSC Timbers Red B98",1453,17,5.45,11,"OR","Medford","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"Wenatchee Valley United Fire B98",1451,9.97,9.12,16,"WA","Wenatchee","PSPL WSPL 2 U19","","WA Cup HS Silver U19"
"PCU Black B98",1437,8.82,9.37,22,"OR","Portland","","Win OYS B98 Div 1",""
"NSC United B98",1434,11.37,7.11,18,"WA","Woodinvile","NPSL Div 1 (98) U19","",""
"FWFC White B98",1429,11.36,6.89,23,"WA","Federal Way","RCL B98 Div 2","",""
"Kent United White B98",1385,9.59,6.02,27,"WA","Kent","NPSL Div 2 (98) U19","","Founders Cup B98 Div A"
"TC United Navy B98",1370,8.73,5.94,17,"WA","Lacey","PSPL WSPL 2 U19","","WA Cup HS Silver U19"
"ISC Gunners B B98",1355,7.6,6.17,19,"WA","Issaquah","PSPL Classic U19","","WA Cup HS Silver U19"
"Snohomish United Red B98",1353,8.34,5.54,29,"WA","Snohomish","RCL B98 Div 3","","WYS Presidents Cup B98"
"WPFC Navy B98",1349,7.94,5.68,29,"WA","Tacoma","RCL B98 Div 3","","WYS Presidents Cup B98"
"PSA Force Black B98",1333,9.41,4.26,23,"WA","Marysville","NPSL Div 2 (98) U19","",""
"Tracyton B98",1320,7.34,5,18,"WA","Tracyton","PSPL Classic U19","","WA Cup HS Silver U19"
"Seattle United S Blue B98",1316,6.7,5.35,18,"WA","Seattle","NPSL Div 1 (98) U19","",""
"NW United Red B98",1311,7.29,4.74,27,"WA","Burlington","RCL B98 Div 3","","WYS Presidents Cup B98"
