"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"Seattle United W Blue B00",1387,9.37,6.23,28,"WA","Seattle","NPSL Div 1 (00) U17","","Founders Cup B00 Div A"
"HSC Arsenal B00",1385,7.32,7.88,9,"OR","Hillboro","","","OYS State Cup B00"
"NWSC Impact B00",1382,7.69,7.34,20,"OR","Beaverton","","Win OYS B00 Div 1 White",""
"Gala FC B00",1382,8.32,6.78,25,"WA","Marysville","PSPL Classic 1 U17","","WA Cup HS Silver U17"
"Seattle United S Black B00",1377,7.69,7.09,24,"WA","Seattle","NPSL Div 1 (00) U17","","Founders Cup B00 Div A"
"Crossfire Oregon Green II B00",1367,11.94,4.28,24,"OR","Lake Oswego","","Win OYS B00 Div 1 Green","OYS Presidents Cup B99"
"PacNW White B00",1365,8.02,6.28,41,"WA","Tukwila","RCL B00 Div 4","","WYS Presidents Cup B00"
"Cascade FC Green B00",1365,9.94,5.04,25,"WA","North Bend","PSPL Classic 2 U17","","WA Cup HS Silver U17"
"Impact FC Black B00",1355,9.55,4.92,29,"WA","Renton","PSPL Classic 2 U17","","WA Cup HS Silver U17"
"FWFC Blue B00",1352,8.77,5.23,30,"WA","Federal Way","RCL B00 Div 4","","WYS Presidents Cup B00"
"GS Surf C B00",1339,8.98,4.66,24,"WA","Bothel","RCL B00 Div 3","","WYS Presidents Cup B00"
"4-H Real Madrid B00",1328,5.96,6.51,13,"OR","","","Win OYS B00 Div 1 White","OYS Presidents Cup B99"
"Crossfire Oregon Green III B00",1296,9.38,3.32,13,"OR","Lake Oswego","","Win OYS B00 Div 1 White","OYS Presidents Cup B99"
"Crossfire Oregon Black B00",1294,7.76,3.95,16,"OR","Lake Oswego","","Win OYS B00 Div 1 White","OYS Presidents Cup B99"
"MVP Rapids Navy B00",1293,7.66,3.99,26,"WA","Maple Valley","PSPL Classic 2 U17","","WA Cup HS Silver U17"
"UPSC Lightning B00",1283,3.69,7.72,19,"WA","University Place","NPSL Div 2 (00) U17","",""
"Southlake Select Eagles B00",1283,4.86,5.85,21,"WA","Newcastle","NPSL Div 1 (00) U17","",""
"CSC Storm Navy B00",1281,5.57,5.04,11,"OR","Corvallis","","Win OYS B00 Div 1 Green","OYS Presidents Cup B99"
"Whatcom Rangers Blue B00",1272,7.66,3.45,27,"WA","Bellingham","RCL B00 Div 4","","WYS Presidents Cup B00"
"Pelada FA Athletic B00",1258,9.51,2.51,10,"OR","Eugene","","Win OYS B00 Div 1 White",""
"Breakers White B00",1254,5.89,3.96,23,"WA","Spokane","PSPL-Inland Copa 1 U18","","WA Cup HS Bronze U17"
"TFA Williamette Gold B00",1228,5.9,3.3,12,"OR","","","Win OYS B00 Div 1 Green","OYS Presidents Cup B99"
"Newport FC B00",1224,5.83,3.24,22,"WA","Bellevue","NPSL Div 2 (00) U17","","Founders Cup B00 Div A"
"IFC Red B00",1218,7.2,2.51,24,"WA","Issaquah","NPSL Div 2 (00) U17","","Founders Cup B00 Div A"
"Kitsap Alliance FC White B00",1213,4.72,3.72,14,"WA","Silverdale","RCL B00 Div 4","",""
"PCU White B00",1198,5.77,2.73,13,"OR","Portland","","Win OYS B00 Div 1 White","OYS Presidents Cup B99"
"PSA Force Black B00",1193,5.49,2.77,22,"WA","Marysville","NPSL Div 2 (00) U17","",""
"PCU Black B00",1188,4.28,3.43,25,"OR","Portland","","Win OYS B00 Div 1 Green","OYS Presidents Cup B99"
"Crossfire Select Elder B00",1162,4.66,2.63,28,"WA","Redmond","NPSL Div 2 (00) U17","","Founders Cup B00 Div A"
"Bellevue United Select B00",1154,5.97,1.94,19,"WA","Bellevue","NPSL Div 2 (00) U17","","Founders Cup B00 Div A"
"Snohomish United Red B00",1147,3.53,3.14,26,"WA","Snohomish","RCL B00 Div 4","","WYS Presidents Cup B00"
"Seattle United Shoreline Blue B00",1143,3.98,2.71,28,"WA","Shoreline","NPSL Div 1 (00) U17","","Founders Cup B00 Div A"
"SGESC Fusion B00",1142,4.96,2.16,24,"WA","Graham","PSPL Classic 2 U17","","WA Cup HS Bronze U17"
"Mercer Island FC Gunners B00",1141,3.76,2.83,21,"WA","Mercer Island","NPSL Div 2 (00) U17","","Founders Cup B00 Div A"
"RVSC Timbers White B00",1138,5.4,1.93,13,"OR","Medford","","Win OYS B00 Div 1 White","OYS Presidents Cup B99"
"FC West -Unk B00",1128,2.67,3.62,10,"OR","Forest Grove","","Win OYS B00 Div 1 White",""
"Nortac Sparta Red B00",1124,2.97,3.18,25,"WA","Tacoma","PSPL Classic 2 U17","","WA Cup HS Bronze U17"
"ISC Gunners B B00",1116,3.93,2.27,23,"WA","Issaquah","PSPL Classic 2 U17","","WA Cup HS Bronze U17"
"FME Xtreme B00",1044,2.37,2.29,22,"WA","Milton","NPSL Div 2 (00) U17","","Founders Cup B00 Div A"
"Westside Timbers Mundial B00",998,2.32,1.7,17,"OR","Beaverton","","Win OYS B00 Div 1 White","OYS Presidents Cup B99"
"CSC Storm White B00",952,1.78,1.62,13,"OR","Corvallis","","Win OYS B00 Div 1 White","OYS Presidents Cup B99"
