"name","alt.name","venue"
"BYE","1st Place","Skagit Firecracker Gold U17"
"BYE","2nd Place","Skagit Firecracker Gold U17"
"BYSL Ballistic SC B00","BYSL BALLISTIC (ID)","PVSC Spring Classic BU17 U17"
"BYSL Elite United B00","BYSL ELITE UNITED '00 BOYS (ID)","Canyon Rim Classic U16-17B U17"
"BYSL Elite United B01","BYSL ELITE UNITED '01 BOYS (ID)","Canyon Rim Classic U16-17B U17"
"BYSL Elite United B01","BYSL ELITE UNITED (ID)","PVSC Spring Classic BU17 U17"
"Cal Odyssey South Earthquakes Black B00","CALIFORNIA ODYSSEY SOUTH B00 BLACK","NorCal NPL 00 NPL 1 East"
"California Football Academy B00","CFA CALIFORNIA FOOTBALL ACADEMY CFA B00 BIRD (CAS)","NV Players Showcase MGM U17"
"CAN Timbers B00","TIMBERS 00B","FWRL CAN CRL U17"
"Capital FC Timbers Red B00","CFCT 2000 Boys Red","Beaverton Cup BU17 Silver"
"Capital FC Timbers Red B00","CAPITAL FC TIMBERS 2000 BOYS RED (OR)","Oswego Nike Cup U17 Boys U17"
"Capital FC Timbers Red B00","Capital FC Timbers 00B Kagey","Win OYS B00 Division 1 Green"
"Cascade FC Green B00","CASCADE FC B2000 (USA)","Bend Premier Cup Timbers Super Group (U16/U17) U17"
"Cascade FC Green B00","Cascade FC B2000","PSPL Classic 2 U17"
"Cascade FC Green B00","Cascade B00","PacNW Winter Classic Premier II U17"
"Cascade FC Green B00","CASCADE FC B2000 (OR)","WA Cup HS Silver U17"
"Cascade Rush Steelheaders B01","CASCADE RUSH RUSH STEELHEADERS JR (OR)","Bend Premier Cup Timbers Super Group (U16/U17) U17"
"CASL Red North B00","CASL Red 00 North (NC)","USYS National League U17"
"Castro Valley SC Academy B00","CASTRO VALLEY SC CVM ACADEMY (CAN)","Albion Cup 2000 Showcase U17"
"CCB Elite B00","55 CCB Elite 00","Baker Blast U16-17"
"CCSA NPL B00","CCSA 2000B NPL","Nomads Thanksgiving 1st Division U17"
"CCV Stars Black B00","CCV STARS 00 BOYS","FWRL Desert 2000 U17"
"CCV Stars Black B00","CCV STARS 00 BOYS","NHB Cup Flight 1"
"CDA Slammers B00","CDA Slammers FC - Tustin B00 Flor","SCDL Fl1 U17"
"CDA Slammers Nacional B00","CDA SLAMMERS FC B00 NACIONAL (CAS)","NV Players Showcase MGM U17"
"CDA Slammers Nacional B00","CDA Slammers FC - Whittier Escorcia Nacional B00","SCDL Fl1 U17"
"CDA Slammers Nacional B00","CDA SLAMMERS FC B00 NACIONAL (CAS)","Albion Cup 2000 Showcase U17"
"Celtic Academy B00","CELTIC ACADEMY 1888 B00 (CAS)","NV Players Showcase Mandalay Bay U17"
"Central WA SA Navy B00","CWSA B00 Navy","PSPL WSPL 1 U17"
"Central WA SA Navy B00","Central Washington Sounders","US Club Regionals 2000"
"Central WA SA Navy B00","CW Sounder","PacNW Winter Classic Premier U17"
"Central WA SA Navy B00","CENTRAL WASHINGTON OLD ACCT DO NOT USE (WA)","WA Cup HS Gold U17"
