"name","alt.name","venue"
"3 Rivers Black B06","3RSC B06 Black","Clash At the Border Div 1 Gold/Silver/Bronze U11"
"3 Rivers Black B06","3RSC Black B06","Mt Hood Challenge U11 Gold"
"3 Rivers Black B06","3RSC B2006 BLACK","RCL B06 Div 2 9Aside"
"3 Rivers Black B06","3RSC B2006 BLACK","Win RCL B06 Div 1"
"3 Rivers Black B06","3RSC B2006 BLACK","WYS Presidents Cup B06 Division 1"
"3 Rivers Green B06","DAVIDSONB2006 3 RIVERS B06 GREEN U-11 (WA)","Les Schwab NW Cup U11 Boys U11"
"3 Rivers Green B06","Three Rivers Soccer Club 3rsc B06 pspl Green","PSPL-Inland Copa 1 West U11"
"3 Rivers Green B06","Three Rivers Soccer Club 3rsc B06 pspl Green","Spr PSPL-Inland Copa Classic U11"
"3 Rivers Green B06","Three Rivers Soccer Club 3rsc B06 pspl white","Spr PSPL-Inland Copa 1 U11"
"3 Rivers White B06","THREE RIVERS SOCCER 3RSC B06 WHITE (WA)","Les Schwab NW Cup U11 Boys U11"
"3 Rivers White B06","Three Rivers Soccer Club 3rsc B06 pspl white","PSPL-Inland Copa 1 West U11"
"4-H Barcelona B06","4-H Barcelona 2006","Mt Hood Challenge U11 Gold"
"4-H Barcelona B06","4H BARCELONA B06 (OR)","Oswego Nike Cup Gold U11"
"4-H Barcelona B06","4-H 06B Barcelona","PTT B06 Premier White"
"4-H Barcelona B06","4-H 06B Barcelona","Spr OYS B06 Premier White"
"4-H Barcelona B06","4-H 06B Barcelona","OYS State Cup B06"
"4-H Cosmos Jr B06","4-H Cosmos Jr","Capital Cup BU11 Gold"
"4-H Cosmos Jr B06","4-H Cosmos Jr","Mt Hood Challenge U11 Gold"
"4-H Cosmos Jr B06","4-H 06B Cosmos Jr","PTT B06 Division 1 Green"
"4-H Cosmos Jr B06","4-H 06B Cosmos Jr","OYS Presidents Cup B06"
"4-H Manchester U B06","4-H Manchester United","Capital Cup BU11 Gold"
"4-H Manchester U B06","4-H Manchester United","Mt Hood Challenge U11 Gold"
"4-H Manchester U B06","4-H 06B Manchester United","PTT B06 Division 1 White"
"Academia de Futebol ADF B06","ADF B06","Mt Hood Challenge U11 Gold"
"Academia de Futebol ADF B06","ACADEMIA DE FUTEBOLTRAINING ADF 06 (OR)","Nike Crossfire Challenge Super 9v9 U11"
"Academia de Futebol ADF B06","LA AMISTADADF PORTLAND 06","NWCL Boys 06"
"Academia de Futebol ADF B06","Academia de Futeboltraining ADF 06","Portland Cup Gold U11"
"Academia de Futebol ADF B06","ADF 06B","PTT B06 Premier Green"
"Academia de Futebol ADF B06","ADF 06B","Spr OYS B06 Premier Green"
"Academia de Futebol ADF B06","ADF 06B","OYS State Cup B06"
"Academia Leon B06","Academia Leon B2006","Capital Cup BU11 Gold"
"Academia Leon B06","Academia Leon B2006","Mt Hood Challenge U11 Bronze"
"Academia Leon B06","Academia Leon FC 06B","PTT B06 Division 2 Southwest"
"Academia Leon B06","Academia Leon FC 06B","OYS Founders Cup B06"
"Academia Leon B06","Academia Leon FC 06B","Spr OYS B06 Division 2 Yellow"
"Albion SC Academy 2 B06","ALBION SC B06 ACADEMY (CAS)","Surf Cup Super Black U11"
"Albion SC Academy B06","ALBION SC B06 ACADEMY-CROWE (CAS)","Surf Cup Super Black U11"
"Bayern Madras B06","BAYERN MADRAS (OR)","Bend Premier Cup Jack Jewsbury (Silver) Division U11"
"BC Tigers Galaxy B06","11 BC Tigers Galaxy","Baker Blast Premier U11"
"Bellevue United Select B06","BUFC B06 Harkenrider","Blast Off B2006 C"
"Bellevue United Select B06","BUFC BU11 Harkenrider","Crossfire Select U11 Bronze"
"Bellevue United Select B06","BUFC Select B06 Harkenrider","NPSL Division 2 (06) U11"
"Bellevue United Select B06","Bellevue United FC Harkenrider B06 - BU11","Founders Cup B06 Div A"
"Bend FC Timbers Bachelor B06","BEND FC TIMBERS BFCT 06B BACHELOR (OR)","Bend Premier Cup Ben Zemanski (Silver) Division U11"
"Bend FC Timbers Bachelor B06","Bend FC Timbers 06B BACHELOR","PTT B06 Division 1 White"
"Bend FC Timbers Bachelor B06","Bend FC Timbers 06B BACHELOR","OYS Presidents Cup B06"
"Bend FC Timbers Bachelor B06","Bend FC Timbers 06B BACHELOR","Spr OYS B06 Division 1 Green"
"Bend FC Timbers Deschutes B06","BEND FC TIMBERS BFCT 06B DESCHUTES (OR)","Bend Premier Cup Jack Jewsbury (Silver) Division U11"
"Bend FC Timbers Deschutes B06","Bend FC Timbers 2006 Boys Deschutes","Clash At the Border Div 2 Gold/Silver/Bronze U11"
"Bend FC Timbers Deschutes B06","Bend FC Timbers 06B DESCHUTES","PTT B06 Division 1 Green"
"Bend FC Timbers Deschutes B06","Bend FC Timbers 06B DESCHUTES","OYS Presidents Cup B06"
"Bend FC Timbers Deschutes B06","Bend FC Timbers 06B DESCHUTES","Spr OYS B06 Division 1 Green"
"BIFC Blue B06","BIFC B06 Blue","Crossfire Select U11 Silver"
"BIFC Blue B06","Bainbridge Island FC Blue B06","Island Cup BU11 Gold"
"BIFC Blue B06","Bainbridge Island FC Blue B06","NPSL Division 2 (06) U11"
"BIFC Blue B06","Bainbridge Island FC Blue B06","Starfire Spring Classic BU11 Gold"
"BIFC Blue B06","Bainbridge Island FC Blue B06","Founders Cup B06 Div A"
"BIFC White B06","BIFC B06 White","Dungeness Cup BU11 Olympic"
"BIFC White B06","Bainbridge Island FC White B06","Island Cup BU11 Silver"
"BIFC White B06","BIFC B06 White","KCC BU11"
"BIFC White B06","BIFC B06 White","KCC BU11 B"
"BIFC White B06","Bainbridge Island FC White B06","NPSL Division 3 (06) U11"
"Blackhawks B06","Blackhawks","Xtreme Cup BU11 Silver"
"Blackhills FC Black B06","Blackhills FC B06 Black","Capital Cup BU11 Gold"
"Blackhills FC Black B06","Blackhills FC B06 Black A","RCL B06 Div 3 9Aside"
"Blackhills FC Black B06","BLACKHILLS FC B06 BLACK (WA)","REDAPT Cup Gold U11"
"Blackhills FC Black B06","Blackhills FC B06 Black A","Win RCL B06 Div 3"
"Blackhills FC Red B06","Blackhills FC B06 B","KITG BU11 Green"
"Blackhills FC Red B06","Blackhills FC B06 Red B","RCL B06 Div 5 9Aside"
"Blackhills FC Red B06","Blackhills FC B06 Red","River Jam Samba U11"
"Blackhills FC Red B06","Blackhills FC B06 Red B","Win RCL B06 Div 5"
"Boise Nationals Timbers Blue B06","BOISE NATIONALS TIMBERS U11 2006 BLUE","Idaho D3 U11 Boys North U11"
"Boise Nationals Timbers Blue B06","BOISE NATIONALS TIMBERSBOISE NATIONALS TIMBERS '06","NWCL Boys 06"
"Boise Nationals Timbers Blue B06","BOISE NATIONALS TIMBERS U11 2006 BLUE","Spr Idaho D3 U11 Boys North"
"Boise Nationals Timbers Blue B06","BOISE NATIONALS TIMBERS U11 2006 BLUE (ID)","Canyon Rim Classic U11 B U11"
"Boise Nationals Timbers Blue B06","BOISE NATIONALS TIMBERS 2006 BLUE (ID)","ID Directors Cup U11B East U11"
"Boise Nationals Timbers Green B06","BOISE NATIONALS TIMBERS U11 2006 GREEN (ID)","GEM State Challenge U11B Silver West U11"
"Boise Nationals Timbers Green B06","BOISE NATIONALS TIMBERS U11 2006 GREEN","Idaho D3 U11 Boys South U11"
"Boise Nationals Timbers Green B06","BOISE NATIONALS TIMBERS U11 2006 GREEN","Spr Idaho D3 U11 Boys South"
"Boise Nationals Timbers Green B06","BOISE NATIONALS TIMBERS 2006 GREEN (ID)","ID Directors Cup U11B West U11"
"Boise Nationals Timbers Red B06","BOISE NATIONALS TIMBERS U11 2006 RED (ID)","GEM State Challenge U11B Silver East U11"
"Boise Nationals Timbers Red B06","BOISE NATIONALS TIMBERS U11 2006 RED","Idaho D3 U11 Boys North U11"
"Boise Nationals Timbers Red B06","BOISE NATIONALS TIMBERS U11 2006 RED","Spr Idaho D3 U11 Boys North"
"Boise Nationals Timbers Red B06","BOISE NATIONALS TIMBERS U11 2006 RED (ID)","Canyon Rim Classic U11 B U11"
"Boise Nationals Timbers Red B06","BOISE NATIONALS TIMBERS 2006 RED (ID)","ID Directors Cup U11B East U11"
"Boise Nationals Timbers White B06","BOISE NATIONALS TIMBERS U11 2006 WHITE (ID)","GEM State Challenge U11B Silver West U11"
"Boise Nationals Timbers White B06","BOISE NATIONALS TIMBERS U11 2006 WHITE","Idaho D3 U11 Boys North U11"
"Boise Nationals Timbers White B06","BOISE NATIONALS TIMBERS U11 2006 WHITE","Spr Idaho D3 U11 Boys North"
"Boise Nationals Timbers White B06","BOISE NATIONALS TIMBERS U11 2006 WHITE (ID)","Canyon Rim Classic U11 B U11"
"Boise Nationals Timbers White B06","BOISE NATIONALS TIMBERS 2006 WHITE (ID)","ID Directors Cup U11B West U11"
"Breakers Red Coulter B06","IEYSA Breakers FC - Red B06 Coulter","PSPL-Inland Copa 1 East U11"
"Breakers Red Coulter B06","BREAKERS COULTER-WHITE (WA)","River City Challenge Boys U11 (2006) U11"
"Breakers Red Coulter B06","IEYSA Breakers FC - Red B06 Coulter","Spr PSPL-Inland Copa 1 U11"
"Breakers Red Derby B06","Breakers FC B06 Derby","Mt Hood Challenge U11 Bronze"
"Breakers Red Derby B06","SPOKANE BREAKERS FCBREAKERS FC B06 DERBY","Pend Orielle Cup U11 Silver"
"Breakers Red Derby B06","IEYSA Breakers FC - Red B06 Derby","PSPL-Inland Copa 1 East U11"
"Breakers Red Derby B06","SPOKANE BREAKERS FC BREAKERS FC B06 DERBY (WA)","River City Challenge Boys U11 (2006) U11"
"Breakers Red Derby B06","IEYSA Breakers FC - Red B06 Derby","Spr PSPL-Inland Copa 1 U11"
"BSC HR Black B06","BSC Hood River B06","Mt Hood Challenge U11 Silver"
"BSC HR Black B06","BSC OREGONBSC HOOD RIVER CP","PCU Summer Classic U11 Boys Silver"
"BSC HR Black B06","BSC HR 06B Black","PTT B06 Division 1 Green"
"BSC HR Black B06","BSC HR 06B Black","OYS Presidents Cup B06"
"BSC HR Black B06","BSC HR 06B Black","Spr OYS B06 Division 1 Green"
"BSC Portland Black B06","BSC 06B Black","PTT B06 Division 1 White"
"BSC Portland Black B06","BSC 06B Black","Spr OYS B06 Division 1 White"
"BSC Portland Gold B06","BSC 06B Gold","PTT B06 Division 2 Northeast"
"BSC Portland Gold B06","BSC 06B Gold","Spr OYS B06 Division 2 Orange"
"BSC Portland White B06","BSC 06B White","PTT B06 Division 2 Northeast"
"BUSC B06","Ballistic United Soccer Club","Clash At the Border Div 2 Gold/Silver/Bronze U11"
"Canyon Optimist Inferno B06","INFERNO (ID)","GEM State Challenge U11B Silver West U11"
"Canyon Optimist Inferno B06","INFERNO","Idaho D3 U11 Boys South U11"
"Canyon Optimist Inferno B06","INFERNO","Spr Idaho D3 U11 Boys South"
"Canyon Optimist Inferno B06","INFERNO (ID)","ID Directors Cup U11B East U11"
"Capital FC Timbers Black B06","CFC Timbers 2006 Boys Black","Capital Cup BU11 Silver"
"Capital FC Timbers Black B06","CFC Timbers B06 Black","Mt Hood Challenge U11 Bronze"
"Capital FC Timbers Black B06","CAPITAL FC TIMBERS CFC TIMBERS 2006 BOYS BLACK (OR)","Oswego Nike Cup Bronze U11"
"Capital FC Timbers Black B06","Capital FC Timbers 06B Fofanah","PTT B06 Division 2 Southwest"
"Capital FC Timbers Black B06","Capital FC Timbers 06B Fofanah","OYS Presidents Cup B06"
"Capital FC Timbers Red B06","CFC Timbers 2006 Boys Red","Capital Cup BU11 Gold"
"Capital FC Timbers Red B06","CFC Timbers B06 Red","Mt Hood Challenge U11 Gold"
"Capital FC Timbers Red B06","CAPITAL FC TIMBERS 06 RED (OR)","Nike Crossfire Challenge Super 9v9 U11"
"Capital FC Timbers Red B06","Capital FC Timbers 06B Hafeni","PTT B06 Premier Green"
"Capital FC Timbers Red B06","Capital FC Timbers 06B Hafeni","Spr OYS B06 Premier Green"
"Capital FC Timbers Red B06","Capital FC Timbers 06B Hafeni","OYS State Cup B06"
