"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"North Idaho Inferno Orange G02",1629,20.49,15.33,24,"ID","","PSPL Classic East U15","Win PSPL WSPL 2 (02) U15",""
"Wenatchee FC Black G02",1607,20.2,13.32,25,"WA","Wenatchee","PSPL Super League 1 East U15","","NWCL 02, WA Cup Gold Div"
"WA Rush Nero G02",1603,12.98,20.17,29,"WA","Everett","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 1"
"Highline Premier Blue G02",1603,23.17,11.28,21,"WA","Burien","","Win PSPL WSPL 2 (02) U15","WA Cup Silver Div"
"HSC GPS Oregon G02",1595,19.07,12.95,49,"OR","Hillsboro","PTT G02 Premier","Win OYS G02 Premier","FWRL02, OYS State Cup G02"
"Harbor Premier Green G02",1586,20.84,11.14,34,"WA","Gig Harbor","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"Whatcom FC Rangers Gold G02",1584,13.58,16.82,23,"WA","Bellingham","","Win RCL G02 Div 2","WYS Championship G02"
"MVP Marauders Navy G02",1583,11.55,19.69,30,"WA","Maple Valley","PSPL Super League 1 West U15","Win PSPL WSPL 1 (02) U15","WA Cup Gold Div"
"ETFC Force Red G02",1559,14.83,12.98,11,"OR","Eugene","","Win OYS G02 Div 1 Red","OYS Presidents Cup G02"
"PacNW Gold G02",1557,21.25,8.94,11,"WA","Tukwila","RCL G02 8th G Fall","",""
"ETFC Force Black G02",1553,15.07,12.27,32,"OR","Eugene","PTT G02 Premier","Win OYS G02 Premier","OYS State Cup G02"
"FPSC Fury Black G02",1551,17.07,10.7,26,"WA","Tacoma","","Win PSPL Classic 1 (02) U15","WA Cup Silver Div"
"Kent United Green G02",1550,16.7,10.82,30,"WA","Kent","RCL G02 8th G Fall","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 2"
"Eastside Timbers Red G02",1548,25.99,6.88,45,"OR","Gresham","PTT G02 Premier","Win OYS G02 Premier","OYS State Cup G02"
"GS Surf B G02",1544,14.8,11.75,27,"WA","Bothel","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"Crossfire Premier B G02",1539,20.05,8.39,34,"WA","Redmond","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"RV Slammers Orange G02",1534,13.25,12.25,27,"WA","Auburn","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 1"
"FWFC Blue G02",1534,19.51,8.3,29,"WA","Federal Way","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"ISC Gunners A G02",1534,13.63,11.88,39,"WA","Issaquah","PSPL Super League 1 West U15","Win PSPL WSPL 1 (02) U15","NWCL 02, WA Cup Gold Div"
"Kitsap Alliance Red G02",1531,13.49,11.79,27,"WA","Silverdale","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 1"
"PacNW Blue G02",1531,17.42,9.09,28,"WA","Tukwila","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 1"
"Crossfire Select Reimbold G02",1526,17.58,8.72,39,"WA","Redmond","NPSL Fall - Div 1 (02) U15","Win NPSL Div 1 (02) U15","WYS Presidents Cup G02 Div 2"
"Washington Timbers Red 2 G02",1519,15.39,9.49,25,"WA","Vancouver","","Win OYS G02 Div 1 Red","OYS Presidents Cup G02"
"FC Portland Navy G02",1516,14.73,9.68,40,"OR","Portland","PTT G02 Div 1","Win OYS G02 Premier","OYS State Cup G02"
"MRFC Blue G02",1497,15.54,8.08,34,"WA","Bonney Lake","PSPL Super League 1 West U15","Win PSPL WSPL 1 (02) U15","WA Cup Gold Div"
"Seattle United Shoreline Blue G02",1490,11.41,10.44,28,"WA","Seattle","","Win NPSL Div 1 (02) U15","WYS Presidents Cup G02 Div 2"
"Breakers Black Andersson G02",1489,7.34,16.19,28,"WA","Spokane","PSPL Super League 1 East U15","Win PSPL WSPL 2 (02) U15","WA Cup Gold Div"
"Canyon Optimist Inferno G02",1488,15.67,7.53,16,"ID","","Idaho D3 U14/U15 Div 2 U15","Spr Idaho D3 U15 Div 2, Spr Idaho D3 U16G Div 2",""
"Bellevue United Blue Angels G02",1482,12.87,8.75,30,"WA","Bellevue","NPSL Fall - Div 1 (02) U15","Win NPSL Div 1 (02) U15","WYS Presidents Cup G02 Div 2"
"Storm King G02",1472,12.15,8.69,13,"WA","Port Angeles","NPSL Fall - Div 1 (02) U15","",""
"Seattle United Tango G02",1469,11.87,8.67,24,"WA","Seattle","","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"NC Alliance FC G02",1467,12.12,8.43,35,"WA","","PSPL Super League 2 U15","Win PSPL Classic 1 (02) U15","WA Cup Silver Div"
"Spokane Foxes Premier G02",1467,12.94,7.9,27,"WA","Spokane","PSPL Super League 1 East U15","Win PSPL WSPL 1 (02) U15","WA Cup Gold Div"
"Crossfire OR Blue I G02",1466,16.6,6.09,25,"OR","Tigard","","Win OYS G02 Premier","OYS State Cup G02"
"Spokane Sounders B G02",1464,11.67,8.57,35,"WA","Spokane","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 2"
"NSC Green Velocity G02",1463,14.26,6.96,35,"WA","Woodinvile","NPSL Fall - Div 1 (02) U15","Win NPSL Div 1 (02) U15","WYS Presidents Cup G02 Div 2"
"Washington Timbers Green 2 G02",1459,15.86,6.06,16,"WA","Vancouver","PTT G02 Div 1","","OYS Founders Cup G02"
"Idaho Rush Nero G02",1458,10.81,8.82,22,"ID","Boise","Idaho D3 U14/U15 Div 2 U15","Spr Idaho D3 U15/16 Div 1",""
"WPFC Black G02",1455,11.15,8.41,37,"WA","Tacoma","RCL G02 8th G Fall","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 1"
"Indie Chicas Cyan G02",1449,13.46,6.69,12,"ID","Eagle","Idaho D3 Div 1 U15","Spr Idaho D3 U15/16 Div 1, Spr Idaho D3 U16G Div 2",""
"Cheney Storm FC G02",1439,13.47,6.23,27,"WA","Cheney","PSPL Classic East U15","Win PSPL Classic 2 (02) U15",""
"Bend FC Timbers Red G02",1438,9.49,8.78,34,"OR","Bend","PTT G02 Div 1","Win OYS G02 Div 1 Red","OYS Presidents Cup G02"
"TC United Navy G02",1432,9.8,8.18,26,"WA","Lacey","PSPL Classic West U15","Win PSPL Classic 1 (02) U15","WA Cup Silver Div"
"Spokane Scotties Klein G02",1431,13.75,5.77,18,"WA","Spokane","PSPL-Inland Copa 1 U15","Spr PSPL-Inland Copa 1 U16",""
"NEU White G02",1429,12.52,6.24,32,"OR","Portland","PTT G02 Premier","Win OYS G02 Premier","OYS State Cup G02"
"LWPFC White Stingrays G02",1413,12.31,5.69,27,"WA","Redmond","PSPL Super League 1 West U15","Win PSPL WSPL 1 (02) U15","WA Cup Silver Div"
"FC Edmonds Black Ice G02",1406,10.35,6.44,34,"WA","Edmonds","PSPL Super League 2 U15","Win PSPL WSPL 2 (02) U15","WA Cup Silver Div"
"FC Nova Red MS G02",1404,11.62,5.68,9,"ID","Boise","Idaho D3 Div 1 U15","Spr Idaho D3 U15 Div 2",""
"CSC Storm G02",1403,9.81,6.67,37,"OR","Corvallis","PTT G02 Premier","Win OYS G02 Premier","OYS State Cup G02"
"Eastside FC White G02",1397,8.89,7.06,30,"WA","Preston","RCL G02 8th G Fall","Win RCL G02 Div 2","WYS Presidents Cup G02 Div 1"
"Pelada FA McKenzie Strykers FC G02",1387,9.69,6.04,26,"OR","","PTT G02 Div 1","Win OYS G02 Div 1 Red",""
"Blackhills FC Red G02",1384,9.23,6.21,29,"WA","Olympia","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"PacNW White G02",1384,9.02,6.36,27,"WA","Tukwila","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"RSA Elite Ramirez G02",1383,7.99,7.11,28,"WA","Puyallup","PSPL Super League 1 West U15","Win PSPL WSPL 2 (02) U15","WA Cup Bronze Div"
"ASE Emerald G02",1381,5.56,10.11,19,"WA","Pasco","","Win PSPL Classic 2 (02) U15","WA Cup Bronze Div"
"Boise Nationals Timbers Blue G02",1377,7.44,7.32,12,"ID","Boise","Idaho D3 Div 1 U15","Spr Idaho D3 U15/16 Div 1, Spr Idaho D3 U16G Div 2",""
"NWSC Impact G02",1375,7.81,6.88,36,"OR","Portland","PTT G02 Div 1","Win OYS G02 Div 1 Red",""
"Crossfire Select Miller G02",1358,11.34,4.22,33,"WA","Redmond","NPSL Fall - Div 1 (02) U15","Win NPSL Div 1 (02) U15","WYS Presidents Cup G02 Div 2"
"Whatcom FC Rangers Blue G02",1351,10.46,4.34,25,"WA","Bellingham","","Win RCL G02 Div 3","WYS Presidents Cup G02 Div 2"
"CWSA Navy G02",1347,10.86,4.08,27,"WA","Yakima","PSPL Classic East U15","Win PSPL Classic 2 (02) U15","WA Cup Silver Div"
"Sting SC Timbers G02",1344,6.99,6.21,17,"ID","","IPL U14/U15 East U15","Win PSPL WSPL 2 (02) U15",""
"Washington Timbers White 1 G02",1341,7.74,5.49,31,"WA","Vancouver","","Win OYS G02 Div 1 White","OYS Presidents Cup G02"
"THUSC United Mercury G02",1336,6.45,6.38,18,"OR","Tualatin Hills","","Win OYS G02 Premier","OYS State Cup G02"
"Boise Nationals Timbers Red G02",1332,7.45,5.35,15,"ID","Boise","Idaho D3 U14/U15 Div 2 U15","Spr Idaho D3 U15 Div 2, Spr Idaho D3 U16G Div 2",""
"WAFC Cobras G02",1328,10.57,3.66,22,"OR","Woodburn","PTT G02 Div 1","","OYS Presidents Cup G02"
"Nortac Sparta Red G02",1325,8.25,4.61,24,"WA","Tacoma","PSPL Super League 2 U15","Win PSPL Classic 1 (02) U15",""
"NK Fury G02",1322,7.11,5.25,28,"WA","Poulsbo","PSPL Classic West U15","Win PSPL Classic 1 (02) U15",""
"FC Portland White G02",1313,7.26,4.82,24,"OR","Portland","PTT G02 Div 2","Win OYS G02 Div 1 Red","OYS Presidents Cup G02"
"Pacific FC United G02",1302,7.79,4.18,41,"WA","Battleground","PTT G02 Div 2","Win OYS G02 Div 1 Red","WYS Championship G02"
"Dragons FC G02",1301,6.67,4.82,34,"WA","Seattle","PSPL Super League 2 U15","Win PSPL Classic 1 (02) U15","WA Cup Silver Div"
"Mukilteo Rush G02",1289,7.16,4.13,32,"WA","Mukilteo","NPSL Fall - Div 2 (02) U15","Win NPSL Div 2 (02) U15","WYS Presidents Cup G02 Div 2"
"Real Middleton Madrid G02",1288,6.88,4.28,10,"ID","","Idaho D3 U14/U15 Div 2 U15","Spr Idaho D3 U16G Div 2",""
"Harbor Premier White G02",1279,3.92,7.07,27,"WA","Gig Harbor","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"Sandpoint Strikers G02",1274,6.7,3.98,15,"ID","Sandpoint","IPL U14/U15 East U15","Spr IPL High School 01-02 U16",""
"MIFC Thunder G02",1274,6.17,4.32,32,"WA","Mercer Island","NPSL Fall - Div 3 (02) U15","Win NPSL Div 1 (02) U15","WYS Presidents Cup G02 Div 2"
"THUSC Rapids G02",1273,5.52,4.79,36,"OR","Tualatin Hills","PTT G02 Div 1","Win OYS G02 Div 1 Red","OYS Founders Cup G02, OYS Presidents Cup G02"
"Walla Walla United SC Lightning G02",1273,9.08,2.91,13,"WA","Walla Walla","PSPL-Inland Copa 1 U15","Spr PSPL-Inland Copa 1 U16",""
"Eastside FC Blue G02",1266,6.47,3.91,21,"WA","Preston","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"ISC Gunners B G02",1247,5.41,4.1,31,"WA","Issaquah","PSPL Classic West U15","Win PSPL Classic 2 (02) U15","WA Cup Bronze Div"
"CYSA Timber Barons Green G02",1239,6.28,3.34,27,"WA","Kelso","PTT G02 Div 2","","WYS Presidents Cup G02 Div 2"
"THUSC Lithium G02",1236,3.45,5.93,28,"OR","Tualatin Hills","PTT G02 Div 1","Win OYS G02 Div 1 White","OYS Founders Cup G02, OYS Presidents Cup G02"
"Wenatchee FC White G02",1234,4.99,4.06,14,"WA","Wenatchee","PSPL Classic East U15","",""
"RV Slammers White G02",1228,5.98,3.25,26,"WA","Auburn","","Win RCL G02 Div 4",""
"Crossfire OR Blue II G02",1226,5.45,3.52,20,"OR","Tigard","","Win OYS G02 Div 1 White","OYS Presidents Cup G02"
"Valor Black Acosta G02",1225,4.62,4.13,25,"WA","Spokane","PSPL-Inland Copa 1 U15","Spr PSPL-Inland Copa 1 U16",""
"Idaho Arsenal United Aftershock G02",1221,5.94,3.11,12,"ID","","Idaho D3 U14/U15 Div 2 U15","Spr Idaho D3 U15 Div 2, Spr Idaho D3 U16G Div 2",""
"Thelo Fury G02",1219,4.85,3.77,27,"OR","Milwaukie","PTT G02 Div 1","Win OYS G02 Div 1 White","OYS Founders Cup G02, OYS Presidents Cup G02"
"Soccer Xpress Blast G02",1214,5.07,3.48,8,"ID","","","Spr Idaho D3 U15 Div 2, Spr Idaho D3 U16G Div 2",""
"NPSA Titans Navy G02",1205,4.53,3.66,30,"WA","Bellevue","PSPL Copa U15","Win PSPL Classic 2 (02) U15","WA Cup Bronze Div"
"Pelada FA Deportiva G02",1204,2.92,5.64,10,"OR","","","Win OYS G02 Div 1 Red",""
"Oregon Trails FC Fusion G02",1202,5.45,2.97,39,"OR","","PTT G02 Div 2","Win OYS G02 Div 1 White",""
"HSC Galaxy G02",1200,3.77,4.24,16,"OR","Hillsboro","","Win OYS G02 Div 1 White","OYS Presidents Cup G02"
"Silver FC G02",1198,4.87,3.24,22,"WA","Silver Lake","","Win PSPL Classic 2 (02) U15",""
"CBYSA Clark G02",1195,6.19,2.49,10,"WA","","PSPL-Inland Copa 1 U15","",""
"Seattle United W Blue G02",1187,4.18,3.5,30,"WA","Seattle","NPSL Fall - Div 2 (02) U15","Win NPSL Div 2 (02) U15","WYS Presidents Cup G02 Div 2"
"Grants Pass YSC Blazers Blue G02",1178,3.76,3.66,22,"OR","Grants Pass","SOCL Cascade U15","Win OYS G02 Div 1 White","OYS Presidents Cup G02"
"North Idaho Inferno Blue G02",1177,3.94,3.47,13,"ID","","IPL U14/U15 East U15","Spr IPL High School 01-02 U16",""
"TSC Ladybugs G02",1171,5.55,2.36,22,"WA","","SSUL G02 Div 2","","WYS Presidents Cup G02 Div 2"
"NSC White Adrenaline G02",1163,4.6,2.69,31,"WA","Woodinvile","NPSL Fall - Div 2 (02) U15","Win NPSL Div 2 (02) U15",""
"NW United Red G02",1152,4.82,2.39,33,"WA","Burlington","RCL G02 8th G Fall","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"Snohomish United Red G02",1144,6.16,1.76,25,"WA","Snohomish","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"SMYSC Eclipse G02",1143,3.99,2.71,15,"WA","","SSUL G02 Div 2","",""
"MVP Marauders White G02",1139,4.37,2.4,28,"WA","Maple Valley","PSPL Copa U15","Win PSPL Classic 2 (02) U15","WA Cup Bronze Div"
"MRFC White G02",1138,4.04,2.57,34,"WA","Bonney Lake","PSPL Classic West U15","Win PSPL Classic 2 (02) U15","WA Cup Bronze Div"
"Emerald City FC Green G02",1129,5.94,1.65,24,"WA","Seattle","PSPL Copa U15","Win PSPL Classic 2 (02) U15","WA Cup Bronze Div"
"Seattle United S Blue G02",1124,3.37,2.81,28,"WA","Seattle","NPSL Fall - Div 3 (02) U15","Win NPSL Div 3 (02) U15",""
"CB United G02",1123,2.81,3.34,10,"WA","Moses Lake","PSPL-Inland Copa 1 U15","",""
"Seattle United NE Blue G02",1123,3.24,2.9,23,"WA","Seattle","","Win NPSL Div 2 (02) U15","WYS Presidents Cup G02 Div 2"
"Valley Thunder SC G02",1118,4.38,2.07,14,"ID","Lewiston","PSPL-Inland Copa 1 U15","",""
"Washington Timbers Green 1 G02",1116,4.43,2.01,16,"WA","Vancouver","","Win OYS G02 Div 1 White","OYS Presidents Cup G02"
"West Narrows FC Blue G02",1110,3.69,2.33,23,"WA","Gig Harbor","PSPL Classic West U15","Win PSPL Classic 2 (02) U15",""
"Kent United White G02",1109,2.93,2.91,26,"WA","Kent","","Win NPSL Div 3 (02) U15",""
"Rogue Valley Timbers White G02",1100,2.74,2.91,9,"OR","Medford","SOCL Cascade U15","",""
"Westside Timbers Samba TS G02",1091,2.75,2.74,37,"OR","Beaverton","PTT G02 Div 2","Win OYS G02 Div 1 Red","OYS Presidents Cup G02"
"PCU Red G02",1087,2.95,2.47,32,"OR","Portland","PTT G02 Div 2","Win OYS G02 Div 1 White","OYS Presidents Cup G02"
"GS Surf C G02",1082,3.56,1.99,21,"WA","Bothel","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"Spokane Sounders C G02",1082,3,2.35,26,"WA","Spokane","","Win RCL G02 Div 4",""
"Auburn Blast G02",1072,3.31,2,11,"WA","Auburn","SSUL G02 Div 2","",""
"Whatcom FC Rangers White G02",1072,3.08,2.14,23,"WA","Bellingham","","Win RCL G02 Div 4",""
"CFSC Shock G02",1070,4.08,1.59,12,"WA","Cascade Foothills SC","SSUL G02 Div 2","",""
"Seattle Celtic Green G02",1063,3.52,1.76,20,"WA","Seattle","PSPL Copa U15","Win PSPL Classic 2 (02) U15",""
"Three Rivers SC Green G02",1063,2.51,2.46,8,"WA","Pasco","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"Bremerton United Force G02",1058,1.98,3.01,26,"WA","Bremerton","NPSL Fall - Div 3 (02) U15","Win NPSL Div 2 (02) U15",""
"ISC Gunners Select G02",1054,2.38,2.44,24,"WA","Issaquah","PSPL Copa U15","Win PSPL Classic 2 (02) U15","WA Cup Bronze Div"
"UPSC Rave Blue G02",1052,3.31,1.73,16,"WA","University Place","SSUL G02 Div 2","",""
"PSA Force G02",1052,3.85,1.48,35,"WA","Marysville","NPSL Fall - Div 2 (02) U15","Win NPSL Div 2 (02) U15","WYS Presidents Cup G02 Div 2"
"BSC Portland Gold G02",1032,3.4,1.47,24,"OR","Portland","PTT G02 Div 2","Win OYS G02 Div 1 White","OYS Presidents Cup G02"
"Mukilteo Rush Nero G02",1023,2.48,1.9,35,"WA","Mukilteo","NPSL Fall - Div 2 (02) U15","Win NPSL Div 3 (02) U15","WYS Presidents Cup G02 Div 2"
"NSC Bolt G02",1020,2.71,1.7,10,"OR","","","Win OYS G02 Div 1 White",""
"Lake Hills Supreme G02",1015,2.57,1.73,25,"WA","Bellevue","NPSL Fall - Div 3 (02) U15","Win NPSL Div 3 (02) U15","WYS Presidents Cup G02 Div 2"
"FME Fusion G02",989,2.64,1.4,28,"WA","Fife","NPSL Fall - Div 3 (02) U15","Win NPSL Div 3 (02) U15",""
"Basin Utd Rage G02",977,3.68,0.92,10,"OR","Klamath Falls","SOCL Cascade U15","",""
"Cascade FC Green G02",973,1.82,1.82,27,"WA","Snoqualmie","PSPL Copa U15","Win PSPL Classic 2 (02) U15",""
"Newport FC G02",937,1.55,1.67,12,"WA","Bellevue","","Win NPSL Div 3 (02) U15","WYS Presidents Cup G02 Div 2"
"PSU Wildcats G02",932,2.51,1,19,"WA","Puyallup","PSPL Copa U15","",""
"Pelada FA Willamette G02",920,2.28,1.01,12,"OR","","PTT G02 Div 2","",""
"SOSA Spirit G02",900,2.11,0.95,10,"OR","","SOCL Cascade U15","",""
"STU Evolution Black G02",888,2.13,0.87,12,"WA","","SSUL G02 Div 2","",""
"LASC IFC Coras G02",888,1.57,1.17,12,"OR","","PTT G02 Div 2","",""
"Southlake Select Red Tigers G02",888,1.97,0.93,23,"WA","Renton","SSUL G02 Div 2","Win NPSL Div 3 (02) U15",""
"Table Rock Wildcats G02",873,1.87,0.89,9,"OR","","SOCL Cascade U15","",""
"Crossfire Select Chetanwala G02",866,1.2,1.32,18,"WA","Redmond","","Win NPSL Div 2 (02) U15","WYS Presidents Cup G02 Div 2"
"Harbor Mustangs G02",857,1.15,1.29,12,"WA","Gig Harbor","SSUL G02 Div 2","",""
"BSC Hood River Black G02",827,1.32,0.91,12,"OR","Hood River","PTT G02 Div 2","",""
"New Millenium FC Breakers G02",797,0.79,1.24,10,"WA","","","Win PSPL Classic 2 (02) U15",""
"THUSC Rapidium G02",657,0.32,1.17,16,"OR","Tualatin Hills","PTT G02 Div 2","",""
