"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"Keizer United B06",830,1.43,0.86,36,"OR","","PTT B06 Div 1 Green","Spr OYS B06 Div 1 Green","OYS Presidents Cup B06"
"Eastside Timbers Black B06",826,1.66,0.72,36,"OR","Gresham","PTT B06 Div 1 White","Spr OYS B06 Div 1 Green","OYS Presidents Cup B06"
"LYS Red B06",820,1.58,0.73,27,"OR","","PTT B06 Div 1 Green","Spr OYS B06 Premier White","OYS Presidents Cup B06, OYS State Cup B06"
"Seattle United Tango B06",811,1.29,0.84,36,"WA","Seattle","RCL B06 Div 2 9Aside","Win RCL B06 Div 2","WYS Presidents Cup B06 Div 2"
"FC Nova Gold B06",809,1.44,0.73,33,"ID","Boise","Idaho D3 U11 North U11","Spr Idaho D3 U11 North","NWCL 06"
"Bend FC Timbers Bachelor B06",805,1.89,0.55,28,"OR","Bend","PTT B06 Div 1 White","Spr OYS B06 Div 1 Green","OYS Presidents Cup B06"
"Eclipse FC B B06",802,1.47,0.69,8,"WA","","","Spr PSPL SuperLeague 1 U11",""
"Eastside FC White B06",802,1.66,0.61,40,"WA","Preston","RCL B06 Div 3 9Aside","Win RCL B06 Div 2","WYS Presidents Cup B06 Div 2"
"HSC Estudiantes B06",792,1.48,0.64,38,"OR","Hillboro","PTT B06 Div 1 Green","Spr OYS B06 Div 1 Green","OYS Presidents Cup B06"
"Highline Premier Heat Blue B06",783,1.37,0.65,35,"WA","Burien","PSPL WSPL 1 U11","Spr PSPL SuperLeague 1 U11","WA Cup U11 Gold U11"
"FWFC Blue B06",783,1.55,0.57,33,"WA","Federal Way","RCL B06 Div 2 9Aside","Win RCL B06 Div 2","WYS Presidents Cup B06 Div 1"
"ETFC Bayern Red B06",775,1.37,0.62,40,"OR","Eugene","PTT B06 Div 1 Green","Spr OYS B06 Premier White","OYS Presidents Cup B06, OYS State Cup B06"
"Bend FC Timbers Deschutes B06",775,1.08,0.78,32,"OR","Bend","PTT B06 Div 1 Green","Spr OYS B06 Div 1 Green","OYS Presidents Cup B06"
"Washington East SC B06",768,1.06,0.76,36,"WA","Spokane","PSPL WSPL 1 U11","Spr PSPL SuperLeague 1 U11","WA Cup U11 Gold U11"
"Hawks SC Red B06",768,0.98,0.82,30,"WA","Pullman","PSPL-Inland Copa 1 East U11","Spr PSPL SuperLeague 1 U11","WA Cup U11 Gold U11"
"WAFC Cachorros B06",765,1.61,0.49,23,"OR","Woodburn","PTT B06 Premier White","",""
"Snohomish United Black B06",764,1.91,0.41,34,"WA","Snohomish","RCL B06 Div 3 9Aside","Win RCL B06 Div 2","WYS Presidents Cup B06 Div 2"
"Idaho Rush White B06",760,1.12,0.68,32,"ID","Boise","Idaho D3 U11 North U11","Spr Idaho D3 U11 North","NWCL 06"
"SESC Chieftains Blue B06",756,1.24,0.59,35,"OR","Portland","PTT B06 Div 1 White","Spr OYS B06 Div 1 Green","OYS Presidents Cup B06"
"NSC Knights Green B06",755,1.3,0.57,31,"WA","Woodinvile","NPSL Div 1 (06) U11","","Founders Cup B06 Div A"
"Crossfire Premier C B06",755,0.87,0.85,37,"WA","Redmond","RCL B06 Div 3 9Aside","Win RCL B06 Div 3","WYS Presidents Cup B06 Div 2"
"Southside SC Azul B06",755,1.38,0.53,37,"OR","Tigard","PTT B06 Div 1 White","Spr OYS B06 Premier White","OYS State Cup B06"
"Kitsap Alliance FC Red B06",754,1.15,0.63,37,"WA","Silverdale","RCL B06 Div 2 9Aside","Win RCL B06 Div 2","WYS Presidents Cup B06 Div 2"
"Harbor Premier Green B06",754,0.88,0.82,40,"WA","Gig Harbor","RCL B06 Div 2 9Aside","Win RCL B06 Div 2","WYS Presidents Cup B06 Div 2"
"BSC Portland Black B06",750,1.68,0.42,20,"OR","Portland","PTT B06 Div 1 White","Spr OYS B06 Div 1 White",""
"THUSC Vibranium B06",746,1.4,0.49,27,"OR","Beaverton","PTT B06 Div 1 Blue","Spr OYS B06 Div 1 Blue","OYS Presidents Cup B06"
"CSC Storm B06",745,1.23,0.56,35,"OR","Corvallis","PTT B06 Div 1 Green","Spr OYS B06 Div 1 White","OYS Presidents Cup B06"
"FC Salmon Creek White B06",745,0.87,0.78,8,"WA","Salmon Creek","","Spr OYS B06 Premier White",""
"PCU Red 2 B06",740,1.34,0.49,23,"OR","Portland","PTT B06 Div 1 White","Spr OYS B06 Div 1 White","OYS Presidents Cup B06"
"GS Surf C B06",740,0.9,0.73,37,"WA","Bothel","RCL B06 Div 3 9Aside","Win RCL B06 Div 3","WYS Presidents Cup B06 Div 3"
"GS Surf B B06",737,1.03,0.63,46,"WA","Bothel","RCL B06 Div 2 9Aside","Win RCL B06 Div 2","WYS Presidents Cup B06 Div 2"
"Foothills SC Celtic Green B06",736,1.24,0.52,39,"OR","Portland","PTT B06 Div 2 Northeast","Spr OYS B06 Div 1 Blue","OYS Founders Cup B06, WA Cup U11 Gold U11"
"FC Portland White B06",733,1.29,0.49,33,"OR","Portland","PTT B06 Div 1 Green","Spr OYS B06 Div 1 Green","OYS Presidents Cup B06"
"Blackhills FC Black B06",723,1.53,0.38,26,"WA","Olympia","RCL B06 Div 3 9Aside","Win RCL B06 Div 3",""
"MVP Rapids Navy B06",722,1,0.58,36,"WA","Maple Valley","PSPL Classic 1 U11","Spr PSPL SuperLeague 2 U11","WA Cup U11 Silver U11"
"Seattle United Samba B06",722,1.17,0.5,38,"WA","Seattle","RCL B06 Div 4 9Aside","Win RCL B06 Div 3","WYS Presidents Cup B06 Div 3"
"Seattle Celtic White B06",721,1.06,0.55,28,"WA","Seattle","PSPL WSPL 2 U11","Spr PSPL SuperLeague 2 U11",""
"FC Spokane Black Escobar B06",719,1.52,0.38,24,"WA","Spokane","IPL West U11, IPL East U11","Spr IPL East U11",""
"Washington Timbers Red 2 B06",717,1.02,0.55,36,"WA","Vancouver","PTT B06 Div 1 Green","Spr OYS B06 Div 1 Green","OYS Presidents Cup B06"
"Westside Timbers Copa TS B06",715,0.94,0.59,32,"OR","Beaverton","PTT B06 Div 1 Green","Spr OYS B06 Div 1 Green","OYS Presidents Cup B06"
"TFA Willamette Barcelona B06",713,1.22,0.45,28,"OR","","PTT B06 Premier White","Spr OYS B06 Premier White","OYS State Cup B06"
"THUSC Arsenic Black B06",710,1.09,0.49,35,"OR","Beaverton","PTT B06 Div 1 White","Spr OYS B06 Div 1 White","OYS Presidents Cup B06"
"NEU Black B06",710,1.25,0.43,23,"OR","Portland","PTT B06 Div 2 Northeast","Spr OYS B06 Div 1 White","OYS Presidents Cup B06"
"Whatcom Select B06",706,0.65,0.8,8,"WA","Bellingham","","Spr PSPL Classic 2 U11",""
"Seattle United W Blue B06",703,0.97,0.53,30,"WA","Seattle","NPSL Div 1 (06) U11","","Founders Cup B06 Div A"
"WPFC White B06",702,1.12,0.45,42,"WA","Tacoma","RCL B06 Div 3 9Aside","Win RCL B06 Div 3","WYS Presidents Cup B06 Div 3"
"Thelo Arsenal B06",701,1.29,0.39,31,"OR","Milwaukie","PTT B06 Div 1 Blue","Spr OYS B06 Div 1 White","OYS Presidents Cup B06"
"Spokane Sounders North A B06",697,1.18,0.42,25,"WA","Spokane","IPL West U11, IPL East U11","Spr IPL East U11",""
"NEU Blue B06",697,1.21,0.4,30,"OR","Portland","PTT B06 Premier White","Spr OYS B06 Premier White",""
"Boise Nationals Timbers Blue B06",696,1.62,0.3,27,"ID","Boise","Idaho D3 U11 North U11","Spr Idaho D3 U11 North","NWCL 06"
"LOSC Black B06",693,1.2,0.4,31,"OR","Lake Oswego","PTT B06 Div 2 Southwest","Spr OYS B06 Div 1 Blue","OYS Founders Cup B06"
"BIFC Blue B06",692,0.95,0.5,31,"WA","Bainbridge Island","NPSL Div 2 (06) U11","","Founders Cup B06 Div A"
"FME Xtreme B06",691,1.05,0.45,21,"WA","Milton","NPSL Div 2 (06) U11, NPSL Div 3 (06) U11","","WYS Presidents Cup B06 Div 2"
"TC United Navy B06",690,0.89,0.52,29,"WA","Lacey","PSPL WSPL 2 U11","Spr PSPL SuperLeague 2 U11","WA Cup U11 Gold U11"
"WA Rush Nero B06",689,0.94,0.5,37,"WA","Everett","RCL B06 Div 3 9Aside","Win RCL B06 Div 3","WYS Presidents Cup B06 Div 2"
"Yakima Eagle B06",688,1.15,0.4,11,"WA","Yakima","","","WA Cup U11 Gold U11"
"LYS Black B06",685,0.95,0.47,31,"OR","","PTT B06 Div 1 White","Spr OYS B06 Div 1 Blue","OYS Founders Cup B06"
"Spokane Sounders Valley A B06",681,0.9,0.49,26,"WA","Spokane","IPL West U11, IPL East U11","Spr IPL East U11",""
"Cascade FC Green B06",681,0.87,0.5,37,"WA","North Bend","PSPL WSPL 2 U11","Spr PSPL SuperLeague 1 U11","WA Cup U11 Gold U11"
"Twin Falls Rapids B06",673,0.93,0.45,13,"ID","Twin Falls","","Spr Idaho D3 U11 South",""
"PacNW Blue B06",673,1.1,0.38,37,"WA","Tukwila","RCL B06 Div 2 9Aside","Win RCL B06 Div 2","WYS Presidents Cup B06 Div 2"
"NC Alliance Rebels B06",670,0.64,0.64,35,"WA","","PSPL Classic 3 U11","Spr PSPL Classic 1 U11","WA Cup U11 Silver U11"
"Oregon Trail SC Crew B06",669,0.82,0.49,34,"OR","","PTT B06 Div 1 White","Spr OYS B06 Div 1 White",""
"ISC Gunners A White B06",668,0.85,0.47,36,"WA","Issaquah","PSPL WSPL 2 U11","Spr PSPL SuperLeague 2 U11","NWCL 06"
"NPSA Titans Navy Mercer Island B06",664,0.77,0.5,26,"WA","Mercer Island","PSPL Classic 1 U11","Spr PSPL SuperLeague 2 U11","WA Cup U11 Silver U11"
"Crossfire Premier D B06",663,1.27,0.3,35,"WA","Redmond","RCL B06 Div 4 9Aside","Win RCL B06 Div 4","WYS Presidents Cup B06 Div 2"
"PacNW White B06",660,1,0.38,42,"WA","Tukwila","RCL B06 Div 4 9Aside","Win RCL B06 Div 4","WYS Presidents Cup B06 Div 3"
"WUSC Navy B06",652,0.82,0.44,34,"OR","Willamette","PTT B06 Div 1 Blue","Spr OYS B06 Div 1 White","OYS Presidents Cup B06"
"Dragons FC B06",648,0.83,0.42,32,"WA","Seattle","PSPL WSPL 2 U11","Spr PSPL SuperLeague 1 U11","WA Cup U11 Gold U11"
"NW United Black B06",647,0.93,0.37,39,"WA","Burlington","RCL B06 Div 4 9Aside","Win RCL B06 Div 4","WYS Presidents Cup B06 Div 3"
"Eclipse FC A B06",644,0.99,0.34,30,"WA","","PSPL Classic 2 Red U11","Spr PSPL SuperLeague 2 U11","WA Cup U11 Gold U11"
"ETFC Bayern White B06",644,0.87,0.39,30,"OR","Eugene","PTT B06 Div 1 Blue","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"Seattle United Shoreline Blue B06",641,1.04,0.32,27,"WA","Shoreline","NPSL Div 1 (06) U11","","Founders Cup B06 Div A"
"Seattle United S Blue B06",640,0.68,0.48,23,"WA","Seattle","NPSL Div 1 (06) U11","","Founders Cup B06 Div A"
"PCU Black 1 B06",637,0.8,0.4,43,"OR","Portland","PTT B06 Div 1 Blue","Spr OYS B06 Div 1 Blue","OYS Founders Cup B06"
"Boise Nationals Timbers White B06",635,1.21,0.26,23,"ID","Boise","Idaho D3 U11 North U11","Spr Idaho D3 U11 North",""
"Leavenworth Storm B06",631,1,0.31,21,"WA","Leavenworth","PSPL-Inland Copa 1 West U11","Spr PSPL Classic 1 U11","WA Cup U11 Gold U11"
"FC Spokane Black Tomimatsu B06",630,0.77,0.4,31,"WA","Spokane","IPL West U11, IPL East U11","Spr IPL East U11",""
"Saints -Unk B06",626,0.96,0.31,28,"OR","","PTT B06 Div 2 Northeast","Spr OYS B06 Div 2 Orange",""
"Capital FC Timbers Black B06",624,0.75,0.39,24,"OR","Salem","PTT B06 Div 2 Southwest","",""
"LOSC Green II B06",621,0.78,0.37,23,"OR","Lake Oswego","PTT B06 Div 1 Blue","Spr OYS B06 Div 1 Blue","OYS Founders Cup B06"
"FC Nova Gold BL B06",621,0.93,0.31,20,"ID","Boise","Idaho D3 U11 North U11","Spr Idaho D3 U11 North",""
"Boise Nationals Timbers Red B06",614,1.1,0.25,23,"ID","Boise","Idaho D3 U11 North U11","Spr Idaho D3 U11 North",""
"Kent United Green B06",611,0.6,0.45,28,"WA","Kent","NPSL Div 1 (06) U11","","Founders Cup B06 Div A"
"Slammers Orange B06",609,0.81,0.33,38,"WA","Auburn","RCL B06 Div 3 9Aside","Win RCL B06 Div 3","WYS Presidents Cup B06 Div 3"
"Pacific FC Rangers B06",607,1.15,0.23,34,"WA","Battle Ground","PTT B06 Div 2 Northeast","Spr OYS B06 Div 1 White",""
"Wenatchee FC Limon B06",600,0.83,0.3,29,"WA","Wenatchee","PSPL WSPL 1 U11","Spr PSPL SuperLeague 1 U11","WA Cup U11 Gold U11"
"NEU Silver B06",598,0.92,0.27,32,"OR","Portland","PTT B06 Div 2 Northeast","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"FC Nova Red B06",597,0.79,0.31,23,"ID","Boise","Idaho D3 U11 South U11","Spr Idaho D3 U11 North",""
"Sting SC Timbers Green B06",593,1.07,0.22,27,"ID","Coeur D'Alene","IPL East U11","Spr IPL East U11",""
"Capital FC Timbers White B06",589,0.6,0.38,11,"OR","Salem","","Spr OYS B06 Div 1 Blue","OYS Presidents Cup B06"
"Crossfire Select Bakirci B06",580,0.82,0.27,25,"WA","Redmond","NPSL Div 1 (06) U11","","Founders Cup B06 Div A"
"Eastside FC Blue B06",579,0.76,0.29,33,"WA","Preston","RCL B06 Div 4 9Aside","Win RCL B06 Div 4","WYS Presidents Cup B06 Div 3"
"Academia Leon B06",578,0.68,0.32,30,"OR","Beaverton","PTT B06 Div 2 Southwest","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"Southside SC Blanco B06",577,0.85,0.25,33,"OR","Tigard","PTT B06 Div 2 Southwest","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"Seattle United W White B06",571,0.6,0.34,23,"WA","Seattle","NPSL Div 2 (06) U11","","Founders Cup B06 Div A"
"Pacific FC Rage B06",571,0.7,0.29,17,"WA","Battle Ground","PTT B06 Div 1 White","",""
"Washington Timbers White 1 B06",570,0.85,0.24,39,"WA","Vancouver","PTT B06 Div 1 Blue","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"Canyon Optimist Inferno B06",568,0.73,0.28,20,"ID","Caldwell","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"Spokane Sounders South A B06",561,0.64,0.3,22,"WA","Spokane","IPL East U11","Spr IPL East U11",""
"Cascade Rush B06",561,0.75,0.26,24,"OR","Bend","PTT B06 Div 1 White","Spr OYS B06 Div 1 Blue",""
"Eastside Timbers White B06",556,0.39,0.48,35,"OR","Gresham","PTT B06 Div 2 Northeast","Spr OYS B06 Div 2 Orange","OYS Founders Cup B06"
"Monroe Cobras FC B06",556,0.61,0.3,42,"WA","Monroe","PSPL Classic 1 U11","Spr PSPL Classic 1 U11","WA Cup U11 Silver U11"
"Eagleclaw FA Black Eagles B06",554,0.79,0.23,18,"WA","Seattle","PSPL Classic 2 Red U11, PSPL Classic 3 U11","Spr PSPL Classic 1 U11",""
"Harbor Premier White B06",550,0.54,0.33,41,"WA","Gig Harbor","RCL B06 Div 5 9Aside","Win RCL B06 Div 4","WYS Presidents Cup B06 Div 3"
"NEU Azul B06",547,0.97,0.18,29,"OR","Portland","PTT B06 Div 2 Northeast","Spr OYS B06 Div 2 Orange","OYS Founders Cup B06"
"PVSC United Impact B06",546,0.4,0.43,12,"ID","Pocatello","","",""
"RSA Elite B06",543,0.71,0.24,38,"WA","Puyallup","PSPL Classic 2 Blue U11","Spr PSPL Classic 2 U11","WA Cup U11 Silver U11"
"THUSC Arsenic Green B06",540,0.56,0.3,30,"OR","Beaverton","PTT B06 Div 2 Southwest","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"FC Salmon Creek Blue B06",538,0.43,0.38,8,"WA","Salmon Creek","","Spr OYS B06 Div 2 Orange",""
"Nortac Sparta Red B06",537,0.62,0.26,28,"WA","Tacoma","PSPL WSPL 1 U11","Spr PSPL SuperLeague 2 U11","WA Cup U11 Silver U11"
"Idaho Arsenal United B06",537,0.98,0.16,21,"ID","Nampa","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"Spokane Sounders Valley B B06",535,0.65,0.24,30,"WA","Spokane","IPL East U11","Spr IPL East U11",""
"Lake Hills Hurricanes B06",533,0.84,0.19,26,"WA","Bellevue","NPSL Div 2 (06) U11","","Founders Cup B06 Div A"
"NSC Skilz White B06",530,0.62,0.25,25,"WA","Woodinvile","NPSL Div 2 (06) U11","",""
"Seattle United S White B06",529,0.77,0.2,15,"WA","Seattle","NPSL Div 2 (06) U11","","Founders Cup B06 Div A"
"FC Spokane Black Bly B06",528,0.73,0.21,21,"WA","Spokane","IPL East U11","Spr IPL West U11",""
"FWFC Select 2 B06",527,0.54,0.28,16,"WA","Federal Way","SSUL B06 Div 2","","Founders Cup B06 Div A"
"GPS Newberg B06",526,0.69,0.22,26,"OR","","PTT B06 Div 2 Southwest","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"BSC Portland White B06",519,0.77,0.19,12,"OR","Portland","PTT B06 Div 2 Northeast","",""
"NSC Kingsmen White B06",519,0.52,0.27,25,"WA","Woodinvile","NPSL Div 2 (06) U11","",""
"Eastside FC Grey B06",513,0.52,0.26,33,"WA","Preston","RCL B06 Div 5 9Aside","Win RCL B06 Div 4","WYS Presidents Cup B06 Div 3"
"GS Surf D B06",513,0.48,0.28,34,"WA","Bothel","RCL B06 Div 4 9Aside","Win RCL B06 Div 4","WYS Presidents Cup B06 Div 3"
"Sting SC Timbers Yellow B06",505,0.62,0.21,22,"ID","Coeur D'Alene","IPL East U11","Spr IPL West U11",""
"FWFC White B06",503,0.46,0.28,29,"WA","Federal Way","RCL B06 Div 4 9Aside","Win RCL B06 Div 5","WYS Presidents Cup B06 Div 3"
"Westside Timbers Samba B06",503,0.48,0.27,40,"OR","Beaverton","PTT B06 Div 1 White","Spr OYS B06 Div 1 Blue","OYS Founders Cup B06"
"Normandy Park FC White B06",501,0.66,0.19,22,"WA","Normandy Park","PSPL Classic 2 Blue U11","Spr PSPL Classic 2 U11",""
"FC Edmonds Surge B06",500,0.57,0.22,26,"WA","Edmonds","PSPL Classic 2 Red U11","Spr PSPL Classic 2 U11",""
"WUSC Red B06",488,0.44,0.26,22,"OR","Willamette","PTT B06 Div 2 Southwest","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"FPSC Fury Black B06",488,0.66,0.17,30,"WA","Tacoma","PSPL WSPL 2 U11","Spr PSPL Classic 1 U11","WA Cup U11 Gold U11"
"Crossfire Premier E B06",485,0.53,0.21,32,"WA","Redmond","RCL B06 Div 5 9Aside","Win RCL B06 Div 4","WYS Presidents Cup B06 Div 3"
"FC Portland Red B06",481,0.61,0.18,23,"OR","Portland","PTT B06 Div 2 Southwest","Spr OYS B06 Div 1 Blue","OYS Founders Cup B06"
"Eclipse FC Aguilas B06",479,0.62,0.17,18,"WA","","PSPL Copa Blue U11","Spr PSPL Classic 1 U11",""
"Mercer Island FC Sounders B06",475,0.61,0.17,12,"WA","Mercer Island","NPSL Div 2 (06) U11","",""
"Idaho Rush Black B06",473,0.55,0.19,28,"ID","Boise","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"NPSA Titans White Mercer Island B06",472,0.3,0.34,18,"WA","Mercer Island","PSPL Copa Blue U11","Spr PSPL Copa U11",""
"Sting SC Timbers Black B06",472,0.53,0.19,26,"ID","Coeur D'Alene","IPL West U11, IPL East U11","Spr IPL West U11",""
"3 Rivers Green B06",472,0.44,0.23,31,"WA","Pasco","PSPL-Inland Copa 1 West U11","Spr PSPL-Inland Copa Classic U11, Spr PSPL-Inland Copa 1 U11",""
"Seattle Celtic Orange B06",470,0.64,0.16,32,"WA","Seattle","PSPL Classic 2 Red U11","Spr PSPL Classic 2 U11","WA Cup U11 Bronze U11"
"Washington Timbers White 2 B06",467,0.56,0.18,31,"WA","Vancouver","PTT B06 Div 2 Northeast","Spr OYS B06 Div 2 Orange","OYS Founders Cup B06"
"Emerald City FC Green B06",467,0.39,0.25,27,"WA","Seattle","PSPL Classic 1 U11","Spr PSPL Classic 1 U11","WA Cup U11 Silver U11"
"WS Raptors B06",465,0.38,0.26,11,"WA","West Seattle","SSUL B06 Div 2","",""
"North Idaho Inferno Deming B06",465,0.63,0.16,13,"ID","Post Falls","IPL West U11, IPL East U11","Spr IPL West U11",""
"MRFC Blue B06",462,0.53,0.18,32,"WA","Sumner","PSPL Classic 2 Blue U11","Spr PSPL Classic 3 U11","WA Cup U11 Bronze U11"
"Shoreline Sportsverrou B06",460,0.47,0.2,18,"WA","Shoreline","PSPL Copa Red U11","Spr PSPL Copa U11",""
"ISC Gunners B B06",451,0.48,0.18,27,"WA","Issaquah","PSPL Classic 2 Red U11","Spr PSPL Classic 2 U11","WA Cup U11 Silver U11"
"ETFC Bayern Grey B06",449,0.36,0.25,31,"OR","Eugene","PTT B06 Div 2 Southwest","Spr OYS B06 Div 2 Orange","OYS Founders Cup B06"
"THUSC Adamantium B06",449,0.52,0.17,19,"OR","Beaverton","PTT B06 Div 2 Southwest","Spr OYS B06 Div 2 Orange",""
"Highline SA B06",448,0.3,0.29,18,"WA","","NPSL Div 3 (06) U11","","Founders Cup B06 Div A"
"SESC Chieftains White B06",446,0.48,0.18,30,"OR","Portland","PTT B06 Div 2 Northeast","Spr OYS B06 Div 2 Yellow","OYS Founders Cup B06"
"Seattle United NE Blue B06",446,0.42,0.2,24,"WA","Seattle","NPSL Div 1 (06) U11","","Founders Cup B06 Div A"
"Spokane Pumas B06",445,0.41,0.21,24,"WA","Spokane","PSPL-Inland Copa 1 East U11","Spr PSPL-Inland Copa 1 U11",""
"Southlake Select Red B06",444,0.39,0.22,25,"WA","Newcastle","SSUL B06 Div 2","","Founders Cup B06 Div A"
"Crossfire Select Meade B06",443,0.46,0.18,27,"WA","Redmond","NPSL Div 1 (06) U11","","Founders Cup B06 Div A"
"NPSA Titans Navy B06",440,0.46,0.18,30,"WA","Bellevue","PSPL Classic 3 U11","Spr PSPL Classic 2 U11","WA Cup U11 Bronze U11"
"Breakers Red Derby B06",436,0.37,0.22,30,"WA","Spokane","PSPL-Inland Copa 1 East U11","Spr PSPL-Inland Copa 1 U11",""
"BSC Portland Gold B06",433,0.56,0.14,19,"OR","Portland","PTT B06 Div 2 Northeast","Spr OYS B06 Div 2 Orange",""
