"name","alt.name","venue"
"BIFC Blue B04","Bainbridge Island FC Blue B04","WYS Presidents Cup B04 Division 2"
"BIFC White B04","Bainbridge Island FC White B04","NPSL Division 3 (04) U13"
"BIFC White B04","Bainbridge Island FC White B04","Skagit Firecracker Silver U13"
"BIFC White B04","Bainbridge Island FC White B04","KITG BU13 Red"
"BIFC White B04","Bainbridge Island FC White B04","Spr NPSL (04) Division 3 U13"
"Blackhills FC Black B04","Blackhills FC B04 Black A","RCL B04 Div 3"
"Blackhills FC Black B04","BLACKHILLS FC B 04 BLACK A (WA)","REDAPT Cup Gold U13"
"Blackhills FC Black B04","Blackhills FC B04 Black","River Jam Samba U13"
"Blackhills FC Black B04","Blackhills FC B04 Black","Tyee Cup B04 Gold"
"Blackhills FC Black B04","Blackhills FC B04 Black A","Win RCL B04 Div 2"
"Blackhills FC Black B04","Blackhills FC B04 Black A","WYS Presidents Cup B04 Division 1"
"Blackhills FC Red B04","Blackhills FC B04 Red B","RCL B04 Div 4"
"Blackhills FC Red B04","BLACKHILLS FC B04 RED B (WA)","REDAPT Cup Silver U13"
"Blackhills FC Red B04","Blackhills FC B04 Red","River Jam Samba U13"
"Blackhills FC Red B04","Blackhills FC B04 Red","KCC BU13"
"Blackhills FC Red B04","Blackhills FC B04 Red","Capital Cup BU13 Silver"
"Blackhills FC Red B04","Blackhills FC B04 Red B","Win RCL B04 Div 4"
"Blackhills FC Red B04","Blackhills FC B04 Red B","WYS Presidents Cup B04 Division 2"
"Boise Nationals Timbers Blue B04","BoiseNationalsTimbers2004","FWRL B04"
"Boise Nationals Timbers Blue B04","BOISE NATIONALS TIMBERS U13 2004 BLUE","Idaho D3 Division 1 U13"
"Boise Nationals Timbers Blue B04","BOISE NATIONALS TIMBERS U13 2004 BLUE (ID)","ID State Cup Boys U13 U13"
"Boise Nationals Timbers Red B04","BOISE NATIONALS TIMBERS U13 2004 RED (ID)","GEM State Challenge U13 Boys U13"
"Boise Nationals Timbers Red B04","BOISE NATIONALS TIMBERS U13 2004 RED","Spr Idaho D3 U13B Division 2"
"Boise Nationals Timbers Red B04","BOISE NATIONALS TIMBERS U13 2004 RED (ID)","Canyon Rim Classic U13 B U13"
