"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"Southside SC Azul B05",774,1.19,0.7,41,"OR","Tigard","PTT B05 Div 1 Green","Spr OYS B05 Div 1 Green","OYS Presidents Cup B05, OYS State Cup B05"
"FC Portland White B05",771,1.46,0.56,38,"OR","Portland","PTT B05 Div 1 White","Spr OYS B05 Div 1 Green","OYS Presidents Cup B05"
"Canyon Optimist Inferno B05",767,1.12,0.71,13,"ID","Caldwell","","Spr Idaho D3 U12 North",""
"NW United Black B05",762,1.16,0.66,34,"WA","Burlington","RCL B05 Div 3 9Aside","Win RCL B05 Div 3","WYS Presidents Cup B05 Div 1"
"Pumas UNAM B05",751,0.8,0.89,32,"WA","Seattle","PSPL Classic 2 Red U12","Spr PSPL Classic 2 U12","WA Cup U12 Silver U12"
"LYS Red B05",746,1.29,0.53,33,"OR","","PTT B05 Premier White","Spr OYS B05 Premier White","OYS State Cup B05"
"NEU White B05",737,1.04,0.62,36,"OR","Portland","PTT B05 Premier White","Spr OYS B05 Premier White","OYS State Cup B05"
"Real Middleton Juventus B05",736,1.47,0.44,13,"ID","Middleton","Idaho D3 U12 West U12","Spr Idaho D3 U12 South",""
"Washington Timbers Red 2 B05",735,1.57,0.41,35,"WA","Vancouver","PTT B05 Div 1 Green","Spr OYS B05 Premier White","OYS Presidents Cup B05"
"Eastside FC Blue B05",733,1.08,0.58,38,"WA","Preston","RCL B05 Div 3 9Aside","Win RCL B05 Div 3","WYS Presidents Cup B05 Div 2"
"Seattle United Samba B05",731,1.05,0.59,41,"WA","Seattle","RCL B05 Div 3 9Aside","Win RCL B05 Div 3","WYS Presidents Cup B05 Div 2"
"Idaho Rush Black B05",730,1.14,0.54,26,"ID","Boise","Idaho D3 U12 West U12","Spr Idaho D3 U12 South",""
"ISC Gunners A B05",730,1.03,0.59,42,"WA","Issaquah","PSPL WSPL 1 U12","Spr PSPL Classic 2 Blue U13","NWCL 05, WA Cup U12 Gold U12"
"PacNW White B05",728,1.22,0.5,44,"WA","Tukwila","RCL B05 Div 3 9Aside","Win RCL B05 Div 3","WYS Presidents Cup B05 Div 2"
"Idaho Rush White B05",727,1,0.6,24,"ID","Boise","Idaho D3 U12 North U12","Spr Idaho D3 U12 North",""
"Highline Premier Heat Blue B05",724,1.32,0.45,34,"WA","Burien","PSPL WSPL 2 U12","Spr PSPL Classic 1 U12","WA Cup U12 Silver U12"
"WPFC Navy B05",718,1.19,0.48,42,"WA","Tacoma","RCL B05 Div 4 9Aside","Win RCL B05 Div 3","WYS Presidents Cup B05 Div 2"
"CSC Storm Navy B05",708,0.99,0.53,37,"OR","Corvallis","PTT B05 Premier White","Spr OYS B05 Premier White","OYS State Cup B05"
"Blackhills FC Black B05",707,1.24,0.43,35,"WA","Olympia","RCL B05 Div 2 9Aside","Win RCL B05 Div 3","WYS Presidents Cup B05 Div 1"
"GS Surf B B05",703,1.27,0.4,46,"WA","Bothel","RCL B05 Div 4 9Aside","Win RCL B05 Div 4","WYS Presidents Cup B05 Div 2"
"SESC Kings Blue B05",703,1.02,0.5,32,"OR","Portland","PTT B05 Div 1 White","Spr OYS B05 Div 1 Green","OYS Presidents Cup B05"
"Twin Falls Rapids B05",688,1.18,0.39,25,"ID","Twin Falls","Idaho D3 U12 East U12","Spr Idaho D3 U12 South",""
"Crossfire Select Zlateff B05",686,0.97,0.47,28,"WA","Redmond","NPSL Div 1 (05) U12","","Founders Cup B05 Div A"
"Eclipse FC Aguilitos del America B05",684,1.32,0.34,18,"WA","","PSPL Copa Red U12","Spr PSPL Classic 2 U12",""
"Whatcom Rangers Gold B05",683,0.82,0.54,29,"WA","Bellingham","RCL B05 Div 2 9Aside","Win RCL B05 Div 3",""
"WUSC White B05",679,0.77,0.56,27,"OR","Willamette","PTT B05 Div 1 Blue","Spr OYS B05 Div 1 White","OYS Presidents Cup B05"
"Seattle United Shoreline Blue B05",679,1,0.43,23,"WA","Shoreline","NPSL Div 1 (05) U12","","Founders Cup B05 Div A"
"Westside Timbers Samba B05",677,1.04,0.41,41,"OR","Beaverton","PTT B05 Div 1 Green","Spr OYS B05 Premier White","OYS Presidents Cup B05, OYS State Cup B05"
"BIFC Blue B05",677,0.99,0.43,29,"WA","Bainbridge Island","NPSL Div 1 (05) U12","","Founders Cup B05 Div A"
"David Douglas Piamonte B05",676,1.04,0.41,31,"OR","","PTT B05 Div 1 Blue","Spr OYS B05 Div 1 Green","OYS Presidents Cup B05"
"Seattle Celtic White B05",676,0.81,0.52,32,"WA","Seattle","PSPL Classic 2 Blue U12","Spr PSPL Classic 2 U12",""
"Boise Nationals Timbers Green B05",669,0.93,0.43,24,"ID","Boise","Idaho D3 U12 West U12","Spr Idaho D3 U12 South",""
"4-H Arsenal B05",657,1.23,0.3,30,"OR","","PTT B05 Premier White","Spr OYS B05 Div 1 White",""
"FC Nova Red B05",655,1.39,0.26,14,"ID","Boise","Idaho D3 U12 East U12","Spr Idaho D3 U12 South",""
"Mountain Home SC B05",652,1.1,0.32,23,"ID","Mountain Home","Idaho D3 U12 West U12, Idaho D3 U12 East U12","Spr Idaho D3 U12 South",""
"MVP Rapids Navy B05",651,0.77,0.46,27,"WA","Maple Valley","PSPL Classic 2 Red U12","Spr PSPL Classic 1 U12","WA Cup U12 Silver U12"
"Wenatchee Valley United B05",650,0.98,0.36,18,"WA","Wenatchee","PSPL-Inland Copa 1 West U12","Spr PSPL-Inland Copa Classic U12",""
"TC United Navy B05",650,0.76,0.46,26,"WA","Lacey","PSPL Classic 1 U12","Spr PSPL Classic 1 U12","WA Cup U12 Gold U12"
"Nortac Colibri B05",648,0.93,0.38,25,"WA","Tacoma","NPSL Div 1 (05) U12","Spr NPSL (05) Div 1 U12",""
"3 Rivers White B05",648,0.76,0.46,27,"WA","Pasco","PSPL-Inland Copa 1 West U12","Spr PSPL-Inland Copa Classic U12",""
"Capital FC Timbers Black B05",635,0.86,0.37,32,"OR","Salem","PTT B05 Div 1 Green","Spr OYS B05 Div 1 Green","OYS Presidents Cup B05"
"Nortac Sparta Red B05",635,0.51,0.63,29,"WA","Tacoma","PSPL WSPL 2 U12","Spr PSPL Classic 1 U12","WA Cup U12 Silver U12"
"ETFC Marseille Red B05",631,0.74,0.42,35,"OR","Eugene","PTT B05 Div 1 White","Spr OYS B05 Div 1 Green","OYS Presidents Cup B05"
"Central WA SA Navy B05",628,1.07,0.28,25,"WA","Yakima","PSPL Classic 1 U12","Spr PSPL Classic 1 U12",""
"FWFC Blue B05",627,0.68,0.44,38,"WA","Federal Way","RCL B05 Div 3 9Aside","Win RCL B05 Div 4","WYS Presidents Cup B05 Div 2"
"ISC Gunners B B05",625,0.78,0.38,32,"WA","Issaquah","PSPL Classic 1 U12","Spr PSPL Classic 2 Red U13","WA Cup U12 Silver U12"
"PCU Red 2 B05",622,0.87,0.34,23,"OR","Portland","PTT B05 Div 1 Blue","Spr OYS B05 Div 1 Blue","OYS Presidents Cup B05"
"3 Rivers Green B05",611,0.59,0.45,29,"WA","Pasco","RCL B05 Div 4 9Aside","Win RCL B05 Div 4","WYS Presidents Cup B05 Div 2"
"FC Portland Red B05",610,0.78,0.34,26,"OR","Portland","PTT B05 Div 2 Green","Spr OYS B05 Div 2 Green","OYS Founders Cup B05"
"WAFC Coyotes B05",609,0.8,0.33,23,"OR","Woodburn","PTT B05 Div 1 Blue","Spr OYS B05 Div 2 Blue","OYS Presidents Cup B05"
"Seattle United W Blue B05",606,0.86,0.3,32,"WA","Seattle","NPSL Div 1 (05) U12","Spr NPSL (04) Div 2 U13","Founders Cup B05 Div A"
"Spokane Sounders Valley B B05",604,0.91,0.28,34,"WA","Spokane","IPL East U12","Spr IPL East U12",""
"Aloha United Atletico Black B05",604,0.96,0.27,31,"OR","Beaverton","PTT B05 Div 1 Blue","Spr OYS B05 Div 1 White","OYS Presidents Cup B05"
"Crossfire Premier D B05",602,0.86,0.29,36,"WA","Redmond","RCL B05 Div 4 9Aside","Win RCL B05 Div 3","WYS Presidents Cup B05 Div 1"
"LOSC Green I B05",602,0.84,0.3,36,"OR","Lake Oswego","PTT B05 Div 1 Green","Spr OYS B05 Div 1 Green","OYS Presidents Cup B05"
"Spokane Pumas Valley B05",596,0.86,0.28,21,"WA","Spokane","PSPL-Inland Copa 1 East U12","Spr PSPL-Inland Copa Classic U12",""
"Foothills SC Celtic White B05",594,0.7,0.34,23,"OR","Portland","PTT B05 Div 1 Blue","Spr OYS B05 Div 1 White",""
"FPSC Fury Black B05",592,0.63,0.38,30,"WA","Tacoma","PSPL Classic 1 U12","Spr PSPL Classic 1 U12","WA Cup U12 Gold U12"
"4-H Spartans B05",592,0.73,0.32,27,"OR","","PTT B05 Div 1 White","Spr OYS B05 Div 1 Blue",""
"Hawks SC B05",591,0.7,0.34,18,"WA","Pullman","PSPL-Inland Copa 2 U12","Spr PSPL-Inland Copa 1 U12",""
"VYSA B05",590,0.84,0.28,13,"ID","Lewiston","IPL East U12, IPL West U12","Spr IPL East U12",""
"Norpoint Renegades B05",588,0.76,0.3,28,"WA","Tacoma","SSUL B05 Div 2","","Founders Cup B05 Div A"
"Newport FC A B05",588,0.95,0.24,26,"WA","Bellevue","NPSL Div 2 (05) U12","Spr NPSL (05) Div 2 U12","Founders Cup B05 Div A"
"NEU Blue B05",586,0.74,0.31,31,"OR","Portland","PTT B05 Div 1 White","Spr OYS B05 Div 1 White",""
"Seattle United S Blue B05",583,0.67,0.33,29,"WA","Seattle","NPSL Div 1 (05) U12","","Founders Cup B05 Div A"
"Eastside FC Grey B05",577,0.69,0.31,31,"WA","Preston","RCL B05 Div 4 9Aside","Win RCL B05 Div 4","WYS Presidents Cup B05 Div 2"
"PacNW Gold B05",576,0.68,0.31,43,"WA","Tukwila","RCL B05 Div 5 9Aside","Win RCL B05 Div 4","WYS Presidents Cup B05 Div 2"
"Emerald City FC White B05",574,0.74,0.28,18,"WA","Seattle","PSPL Copa Red U12","Spr PSPL Copa U12",""
"Eastside Timbers Red B05",574,0.73,0.29,31,"OR","Gresham","PTT B05 Div 1 Blue","Spr OYS B05 Div 1 Blue","OYS Presidents Cup B05"
"FC West Red Devils B05",569,0.44,0.46,24,"OR","Forest Grove","PTT B05 Div 1 Blue","Spr OYS B05 Div 1 White",""
"FC Edmonds B05",568,0.5,0.4,36,"WA","Edmonds","PSPL Classic 2 Red U12","Spr PSPL Classic 1 U12",""
"NSC Synergy White B05",568,0.56,0.36,32,"WA","Woodinvile","NPSL Div 2 (05) U12","","Founders Cup B05 Div A"
"WPFC Gold B05",567,0.64,0.31,32,"WA","Tacoma","RCL B05 Div 5 9Aside","Win RCL B05 Div 4","WYS Presidents Cup B05 Div 2"
"Crossfire Yakima B B05",562,0.73,0.26,31,"WA","Yakima","RCL B05 Div 4 9Aside","Win RCL B05 Div 4","WYS Presidents Cup B05 Div 2"
"Spokane Sounders North B B05",559,0.87,0.22,15,"WA","Spokane","IPL East U12, IPL West U12","Spr IPL East U12",""
"Whatcom Rangers Blue B05",559,0.59,0.32,31,"WA","Bellingham","RCL B05 Div 5 9Aside","Win RCL B05 Div 4","WYS Presidents Cup B05 Div 1"
"Pacific FC Rangers B05",558,0.72,0.26,34,"WA","Battle Ground","PTT B05 Div 1 Green","Spr OYS B05 Div 1 Blue",""
"Fuerza FC Academy B05",556,0.69,0.27,22,"WA","Marysville","PSPL Copa Blue U12","Spr PSPL Copa U12",""
"Seattle Celtic Orange B05",555,0.41,0.44,28,"WA","Seattle","PSPL Copa Red U12","Spr PSPL Copa U12","WA Cup U12 Bronze U12"
"Westside Timbers Copa TS B05",554,0.67,0.27,36,"OR","Beaverton","PTT B05 Div 1 Blue","Spr OYS B05 Div 1 Blue","OYS Presidents Cup B05"
"HSC Boca Jrs B05",553,0.64,0.28,37,"OR","Hillsboro","PTT B05 Div 2 Green","Spr OYS B05 Div 1 Blue","OYS Founders Cup B05"
"UPSC Crusaders B05",552,0.78,0.23,12,"WA","University Place","SSUL B05 Div 2","",""
"Southlake Select White B05",552,0.61,0.29,20,"WA","Newcastle","NPSL Div 3 (05) U12","",""
"IEYSA Valor Maroon 2 B05",551,0.69,0.26,21,"WA","Cheney","PSPL-Inland Copa 1 East U12","Spr PSPL-Inland Copa Classic U12",""
"STU Evolution Yellow B05",548,0.75,0.23,21,"WA","Tacoma","SSUL B05 Div 2","","Founders Cup B05 Div A"
"NPSA Titans Navy Mercer Island B05",546,0.6,0.29,26,"WA","Mercer Island","PSPL Classic 2 Red U12","Spr PSPL Classic 2 U12",""
"RVSC Timbers White B05",546,0.36,0.47,23,"OR","Medford","PTT B05 Div 1 White","Spr OYS B05 Div 1 White","OYS Presidents Cup B05"
"4-H Cosmos B05",543,0.59,0.29,31,"OR","","PTT B05 Div 1 Green","Spr OYS B05 Div 1 White","OYS Presidents Cup B05"
"Washington East SC B B05",540,0.49,0.33,27,"WA","Spokane","PSPL-Inland Copa 2 U12","Spr PSPL-Inland Copa 1 U12",""
"Molalla FC B05",538,0.57,0.29,31,"OR","Molalla Youth Sports","PTT B05 Div 2 White","Spr OYS B05 Div 1 Green","OYS Founders Cup B05"
"LWPFC White Arapaimas B05",538,0.54,0.3,28,"WA","Redmond","PSPL Classic 2 Blue U12","Spr PSPL Classic 2 U12",""
"NK Force B05",537,0.55,0.29,30,"WA","Poulsbo","PSPL Copa Red U12","Spr PSPL Copa U12",""
"South Whidbey Tsunami B05",535,0.87,0.18,20,"WA","Clinton","NPSL Div 2 (05) U12","","Founders Cup B05 Div A"
"Mukilteo Rush B05",525,0.53,0.28,28,"WA","Mukilteo","NPSL Div 3 (05) U12","","Founders Cup B05 Div A"
"Sandpoint Strikers B05",509,0.36,0.37,15,"ID","Sandpoint","IPL East U12","Spr IPL East U12",""
"Crossfire Premier F B05",507,0.52,0.25,38,"WA","Redmond","RCL B05 Div 5 9Aside","Win RCL B05 Div 5","WYS Presidents Cup B05 Div 2"
"FME Xtreme B05",506,0.47,0.28,18,"WA","Milton","NPSL Div 3 (05) U12","",""
"Bend FC Timbers Black B05",503,0.44,0.29,20,"OR","Bend","PTT B05 Div 1 Green","Spr OYS B05 Div 1 White",""
"BSC HR Black B05",501,0.48,0.26,24,"OR","Portland","PTT B05 Div 1 Blue","Spr OYS B05 Div 1 Blue",""
"WA Rush Nero B05",501,0.46,0.27,45,"WA","Everett","RCL B05 Div 4 9Aside","Win RCL B05 Div 4","WYS Presidents Cup B05 Div 2"
"Blackhills FC Red B05",496,0.51,0.24,33,"WA","Olympia","RCL B05 Div 5 9Aside","Win RCL B05 Div 5","WYS Presidents Cup B05 Div 2"
"LYS Black B05",493,0.56,0.21,30,"OR","","PTT B05 Div 2 Green","Spr OYS B05 Div 2 Green","OYS Founders Cup B05"
"GS Surf C B05",493,0.55,0.22,36,"WA","Bothel","RCL B05 Div 4 9Aside","Win RCL B05 Div 5","WYS Presidents Cup B05 Div 2"
"Cascade FC Green B05",491,0.43,0.27,33,"WA","North Bend","PSPL Classic 1 U12","Spr PSPL Classic 2 U12","WA Cup U12 Bronze U12"
"North Idaho Inferno Orange B05",488,0.52,0.22,22,"ID","Post Falls","PSPL-Inland Copa 2 U12","Spr IPL West U12",""
"Bend FC Timbers White B05",486,0.54,0.21,32,"OR","Bend","PTT B05 Div 1 Green","Spr OYS B05 Div 1 White","OYS Presidents Cup B05"
"Storm King B05",486,0.57,0.2,20,"WA","Port Angeles","NPSL Div 2 (05) U12","",""
"Spokane Pumas C B05",476,0.58,0.18,24,"WA","Spokane","PSPL-Inland Copa 2 U12","Spr PSPL-Inland Copa 1 U12",""
"Timber Barons B05",475,0.67,0.16,39,"WA","Longview","PTT B05 Div 2 White","Spr OYS B05 Div 2 White",""
"WUSC Navy B05",472,0.52,0.2,25,"OR","Willamette","PTT B05 Div 2 Green","Spr OYS B05 Div 2 Green","OYS Founders Cup B05"
"BSC Portland Gold B05",471,0.61,0.17,20,"OR","Portland","PTT B05 Div 2 White","Spr OYS B05 Div 2 White",""
"Nampa City FC B05",471,0.46,0.22,14,"ID","Nampa","Idaho D3 U12 West U12, Idaho D3 U12 East U12","Spr Idaho D3 U12 South",""
"Nortac Hounds B05",471,0.61,0.17,11,"WA","Tacoma","SSUL B05 Div 2","",""
"Bellevue United Select B05",468,0.5,0.2,17,"WA","Bellevue","NPSL Div 3 (05) U12","","Founders Cup B05 Div A"
"THUSC Krypton Black B05",468,0.54,0.19,30,"OR","Beaverton","PTT B05 Div 1 White","Spr OYS B05 Div 1 Blue","OYS Founders Cup B05"
"Wenatchee Valley United Huskies B05",468,0.54,0.18,17,"WA","Wenatchee","PSPL-Inland Copa 1 West U12","Spr PSPL-Inland Copa Classic U12",""
"Sting SC Timbers White B05",465,0.43,0.23,32,"ID","Coeur D'Alene","IPL East U12","Spr IPL West U12, Spr PSPL-Inland Copa 2 U12",""
"Kent City Black B05",464,0.6,0.16,29,"WA","Kent","PSPL Copa Blue U12","Spr PSPL Copa U12","WA Cup U12 Bronze U12"
"Wenatchee FC B B05",462,0.49,0.2,35,"WA","Wenatchee","PSPL-Inland Copa 1 West U12","Spr PSPL-Inland Copa 1 U12","WA Cup U12 Silver U12"
"FC Spokane Black Valdez B05",462,0.44,0.22,23,"WA","Spokane","IPL East U12, IPL West U12","Spr IPL East U12",""
"SSC Shadow Elite B05",457,0.65,0.14,19,"WA","Spokane Valley","IPL East U12","Spr IPL East U12",""
"NW United White B05",457,0.51,0.18,29,"WA","Burlington","NPSL Div 3 (05) U12","",""
"IEYSA Valor Maroon B05",456,0.42,0.22,25,"WA","Cheney","PSPL-Inland Copa 1 East U12","Spr PSPL-Inland Copa 1 U12",""
"Crossfire Select Pedraza B05",455,0.58,0.16,32,"WA","Redmond","NPSL Div 2 (05) U12","Spr NPSL (05) Div 1 U12","Founders Cup B05 Div A"
"Washington Timbers White 2 B05",452,0.32,0.28,31,"WA","Vancouver","PTT B05 Div 2 Green","Spr OYS B05 Div 2 White","OYS Founders Cup B05"
"RSA Elite B05",447,0.38,0.23,31,"WA","Puyallup","PSPL Classic 2 Blue U12","Spr PSPL Classic 2 U12","WA Cup U12 Bronze U12"
"Kent United Green B05",444,0.54,0.16,24,"WA","Kent","SSUL B05 Div 2","Spr NPSL (05) Div 1 U12",""
"IEYSA Storm B05",442,0.46,0.18,21,"WA","Cheney","PSPL-Inland Copa 2 U12","Spr PSPL-Inland Copa 2 U12",""
"FC Bellevue B05",437,0.43,0.19,26,"WA","Mercer Island","PSPL Classic 2 Blue U12","Spr PSPL Classic 2 U12","WA Cup U12 Bronze U12"
"Breakers Red B05",436,0.3,0.27,23,"WA","Spokane","PSPL-Inland Copa 1 East U12","Spr PSPL-Inland Copa Classic U12",""
