"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"Washington Timbers Red 2 G06",481,0.47,0.23,29,"WA","Vancouver","PTT G06 Div 1 Red","Spr OYS G06 Div 1 Red","OYS Presidents Cup G06"
"Snohomish United Black G06",481,0.33,0.33,35,"WA","Snohomish","RCL G06 Div 2 9Aside","Win RCL G06 Div 3","WYS Presidents Cup G06 Div 3"
"Crossfire OR WUSC Navy G06",479,0.34,0.32,30,"OR","West Linn","PTT G06 Div 1 White","Spr OYS G06 Div 1 White","OYS Presidents Cup G06"
"Valor Maroon Zernick G06",472,0.51,0.2,26,"WA","Spokane","PSPL-Inland Copa 1 U11","Spr PSPL-Inland Copa 1 U12","WA Cup U11 Silver U11"
"Spokane Sounders A North G06",469,0.4,0.25,25,"WA","Spokane","IPL East U11","Spr IPL East U11",""
"Crossfire Premier C G06",467,0.38,0.26,43,"WA","Redmond","RCL G06 Div 3 9Aside","Win RCL G06 Div 3","WYS Presidents Cup G06 Div 2"
"PacNW Blue G06",466,0.35,0.28,38,"WA","Tukwila","RCL G06 Div 2 9Aside","Win RCL G06 Div 2","WYS Presidents Cup G06 Div 2"
"Eastside Timbers Red G06",466,0.49,0.2,27,"OR","Gresham","PTT G06 Div 1 Red","Spr OYS G06 Div 1 Red",""
"Highline Select G06",465,0.36,0.27,25,"WA","Burien","NPSL Div 2 (06) U11","","Founders Cup G06 Div A"
"Capital FC Timbers Black G06",464,0.3,0.32,35,"OR","Salem","PTT G06 Div 1 Red","Spr OYS G06 Div 1 Red","OYS Presidents Cup G06"
"HSC Lioness G06",463,0.41,0.23,33,"OR","Hillsboro","PTT G06 Div 1 White","Spr OYS G06 Div 1 Red","OYS Presidents Cup G06"
"MVP Marauders Navy G06",463,0.4,0.24,30,"WA","Maple Valley","PSPL Classic 1 U11","Spr PSPL Classic U11","WA Cup U11 Silver U11"
"Spokane Foxes Mayhem G06",456,0.46,0.2,24,"WA","Spokane","PSPL-Inland Copa 1 U11","Spr PSPL-Inland Copa Classic U11",""
"Nortac Sparta Red G06",453,0.33,0.27,25,"WA","Tacoma","PSPL WSPL 1 U11","Spr PSPL SuperLeague U11",""
"Seattle United Shoreline Blue G06",437,0.29,0.28,29,"WA","Seattle","NPSL Div 1 (06) U11","Spr NPSL (06) Div 1 U11","Founders Cup G06 Div A"
"Wenatchee FC Kickers G06",431,0.31,0.25,30,"WA","Wenatchee","PSPL Classic 1 U11","Spr PSPL Classic U11","WA Cup U11 Silver U11"
"Basin Utd Avalanche G06",429,0.45,0.17,10,"OR","Klamath Falls","SOCL Pacific Crest U12","",""
"CSC Storm G06",427,0.27,0.27,34,"OR","Corvallis","PTT G06 Div 1 Red","Spr OYS G06 Div 1 Red","OYS Presidents Cup G06"
"Pacific FC Earthquakes G06",424,0.49,0.15,31,"WA","Battleground","PTT G06 Div 1 Red","Spr OYS G06 Div 1 Red","OYS Founders Cup G06"
"FC Portland White G06",420,0.46,0.16,29,"OR","Portland","PTT G06 Div 1 White","Spr OYS G06 Div 1 White","OYS Presidents Cup G06"
"Endeavour Soccer Academy G06",418,0.27,0.26,17,"WA","","PSPL-Inland Copa 2 U11","Spr PSPL-Inland Copa Classic U11",""
"Grants Pass YSC Blue G06",417,0.33,0.21,9,"OR","Grants Pass","SOCL Pacific Crest U12","",""
"FSC Roses White G06",416,0.51,0.14,27,"OR","","PTT G06 Div 1 Red","Spr OYS G06 Div 1 White","OYS Founders Cup G06"
"TC United Navy G06",415,0.32,0.22,31,"WA","Lacey","PSPL Classic 1 U11","Spr PSPL SuperLeague U11","WA Cup U11 Gold U11"
"Eastside FC Purple G06",413,0.43,0.16,24,"WA","Preston","RCL G06 Div 3 9Aside","Win RCL G06 Div 2","WYS Presidents Cup G06 Div 2"
"Bend FC Timbers Deschutes G06",409,0.27,0.24,30,"OR","Bend","PTT G06 Div 1 Red","Spr OYS G06 Div 1 Red","OYS Presidents Cup G06"
"Crossfire OR LOSC Blue I G06",404,0.38,0.17,28,"OR","Lake Oswego","PTT G06 Div 1 Red","Spr OYS G06 Premier","OYS State Cup G06"
"Three Rivers SC Black G06",403,0.34,0.19,20,"WA","Pasco","PSPL-Inland Copa 1 U11","Spr PSPL-Inland Copa Classic U11",""
"NSC Storm White G06",399,0.22,0.28,25,"WA","Woodinvile","NPSL Div 2 (06) U11","",""
"Table Rock Punishers G06",396,0.33,0.18,18,"OR","","SOCL Pacific Crest U12","",""
"CYSA Timber Barons Green G06",391,0.28,0.21,25,"WA","Kelso","PTT G06 Div 1 White","Spr OYS G06 Div 1 Red",""
"VYSA Kessler G06",389,0.41,0.14,11,"ID","","IPL West U11, IPL East U11","Spr IPL East U11",""
"Rogue Valley Timbers White G06",385,0.31,0.18,10,"OR","Medford","SOCL Pacific Crest U12","",""
"Wenatchee Valley United G06",384,0.27,0.21,21,"WA","Wenatchee","PSPL Classic 2 U11","","WA Cup U11 Silver U11"
"Pacific FC Spirit G06",383,0.34,0.17,35,"WA","Battleground","PTT G06 Div 2 East","Spr OYS G06 Div 2 Red","OYS Founders Cup G06"
"Indie Chicas Lime G06",383,0.26,0.22,17,"ID","Eagle","Idaho D3 U11 North U11, Idaho D3 U12 North U12","Spr Idaho D3 U11 North, Spr Idaho D3 U12 South","NWCL 06"
"BSC Portland Black G06",378,0.24,0.22,16,"OR","Portland","PTT G06 Div 1 White","Spr OYS G06 Div 1 White",""
"FC West G06",373,0.18,0.3,17,"OR","Forest Grove","PTT G06 Div 2 West","",""
"Cascade FC Green G06",369,0.25,0.2,31,"WA","Snoqualmie","PSPL Classic 2 U11","Spr PSPL SuperLeague U11","WA Cup U11 Silver U11"
"Sting SC Timbers Green G06",366,0.32,0.15,18,"ID","","IPL West U11, IPL East U11","Spr IPL East U11",""
"WA Rush Nero G06",361,0.22,0.22,36,"WA","Everett","RCL G06 Div 4 9Aside","Win RCL G06 Div 3","WYS Presidents Cup G06 Div 3"
"Spokane Sounders B Valley G06",360,0.31,0.15,27,"WA","Spokane","IPL East U11","Spr IPL East U11",""
"Seattle United NE Blue G06",358,0.26,0.18,32,"WA","Seattle","NPSL Div 1 (06) U11","Spr NPSL (06) Div 1 U11","Founders Cup G06 Div A"
"GS Surf B G06",356,0.24,0.19,30,"WA","Bothel","RCL G06 Div 3 9Aside","Win RCL G06 Div 3","WYS Presidents Cup G06 Div 2"
"NEU Black G06",352,0.24,0.19,17,"OR","Portland","PTT G06 Div 1 Red","Spr OYS G06 Div 1 White",""
"PCU Black G06",350,0.23,0.19,31,"OR","Portland","PTT G06 Div 1 White","Spr OYS G06 Div 1 White","OYS Presidents Cup G06"
"Westside Timbers Copa G06",346,0.3,0.14,33,"OR","Beaverton","PTT G06 Div 1 Red","Spr OYS G06 Div 1 Red","OYS Presidents Cup G06"
"FC Spokane Black Bliss G06",345,0.24,0.18,17,"WA","Spokane","IPL West U11, IPL East U11","Spr IPL East U11",""
"YCSC Thunder G06",341,0.26,0.16,21,"OR","","PTT G06 Div 2 South","Spr OYS G06 Div 2 Red","OYS Founders Cup G06"
"SESC Pumas G06",340,0.34,0.12,28,"OR","","PTT G06 Div 2 East","Spr OYS G06 Div 2 Orange","OYS Founders Cup G06"
"Pacific FC Avalanche G06",335,0.3,0.13,30,"WA","Battleground","PTT G06 Div 2 East","Spr OYS G06 Div 2 Red","OYS Founders Cup G06"
"ASE Hanson G06",320,0.21,0.18,23,"WA","","PSPL-Inland Copa 1 U11","Spr PSPL-Inland Copa Classic U11",""
"Eastside Timbers Black G06",320,0.24,0.15,26,"OR","Gresham","PTT G06 Div 2 East","Spr OYS G06 Div 2 Orange","OYS Founders Cup G06"
"Nortac Sparta White G06",320,0.27,0.13,25,"WA","Tacoma","PSPL Copa Blue U11","Spr PSPL Classic U11",""
"Grants Pass YSC White G06",317,0.33,0.11,9,"OR","Grants Pass","SOCL Pacific Crest U12","",""
"Dragons FC G06",311,0.35,0.1,23,"WA","Seattle","PSPL Classic 2 U11","Spr PSPL Classic U11",""
"Washington Timbers White 1 G06",309,0.22,0.15,30,"WA","Vancouver","PTT G06 Div 2 East","Spr OYS G06 Div 2 Orange","OYS Founders Cup G06"
"Sting SC Timbers Yellow G06",306,0.28,0.12,18,"ID","","IPL West U11, IPL East U11","Spr IPL East U11",""
"THUSC Nitrogen White G06",302,0.22,0.14,26,"OR","Tualatin Hills","PTT G06 Div 2 West","Spr OYS G06 Div 2 Red","OYS Founders Cup G06"
"ISC Gunners B G06",302,0.24,0.13,29,"WA","Issaquah","PSPL Classic 1 U11","Spr PSPL Copa U11","WA Cup U11 Bronze U11"
"Eastside FC Blue G06",300,0.2,0.16,38,"WA","Preston","RCL G06 Div 3 9Aside","Win RCL G06 Div 3","WYS Presidents Cup G06 Div 3"
"Spokane Foxes Dreher G06",300,0.19,0.17,12,"WA","Spokane","PSPL-Inland Copa 2 U11","Spr PSPL-Inland Copa 1 U11",""
"ETFC Arsenal Red G06",297,0.19,0.16,28,"OR","Eugene","PTT G06 Div 1 White","Spr OYS G06 Div 2 Yellow","OYS Presidents Cup G06"
"Seattle United W Blue G06",287,0.16,0.18,27,"WA","Seattle","NPSL Div 2 (06) U11","Spr NPSL (06) Div 2 U11","Founders Cup G06 Div A"
"Spokane Sounders A South G06",284,0.28,0.1,22,"WA","Spokane","IPL West U11, IPL East U11","Spr IPL East U11",""
"NPSA Titans Navy G06",278,0.22,0.12,9,"WA","Bellevue","","Spr PSPL Copa U11","WA Cup U11 Bronze U11"
"FC Portland Red G06",277,0.23,0.12,20,"OR","Portland","PTT G06 Div 2 West","Spr OYS G06 Div 2 Red","OYS Founders Cup G06"
"West Seattle En Fuego G06",268,0.18,0.14,22,"WA","West Seattle","NPSL Div 3 (06) U11","Spr NPSL (06) Div 2 U11",""
"West Narrows FC Blue G06",268,0.21,0.12,28,"WA","Gig Harbor","PSPL Copa Red U11","Spr PSPL Classic U11","WA Cup U11 Bronze U11"
"NW United Black G06",265,0.27,0.09,38,"WA","Burlington","RCL G06 Div 3 9Aside","Win RCL G06 Div 3","WYS Presidents Cup G06 Div 2"
"Crossfire OR WUSC Red G06",264,0.16,0.15,21,"OR","West Linn","PTT G06 Div 2 South","Spr OYS G06 Div 2 Yellow","OYS Founders Cup G06"
"Crossfire OR LOSC Blue II G06",260,0.26,0.09,22,"OR","Lake Oswego","PTT G06 Div 2 South","Spr OYS G06 Div 2 Yellow","OYS Founders Cup G06"
"FC Spokane Black Reidt G06",260,0.19,0.12,19,"WA","Spokane","IPL East U11","Spr IPL West U11",""
"Crossfire OR SSC Blue I G06",259,0.11,0.21,27,"OR","Tigard","PTT G06 Div 2 South","Spr OYS G06 Div 2 Red","OYS Founders Cup G06"
"Crossfire Select Baba G06",258,0.22,0.1,27,"WA","Redmond","NPSL Div 1 (06) U11","Spr NPSL (06) Div 1 U11","Founders Cup G06 Div A"
"FC Salmon Creek Nemesis White G06",256,0.17,0.14,22,"WA","Salmon Creek","PTT G06 Div 2 East","Spr OYS G06 Div 2 Orange",""
"FSC Roses Red G06",254,0.24,0.1,17,"OR","","PTT G06 Div 2 West","Spr OYS G06 Div 2 Orange",""
"THUSC Oxygen G06",250,0.19,0.12,32,"OR","Tualatin Hills","PTT G06 Div 1 White","Spr OYS G06 Div 2 Red","OYS Founders Cup G06"
"Oregon City Ambush G06",241,0.17,0.13,25,"OR","","PTT G06 Div 1 Red","Spr OYS G06 Div 1 White",""
"GS Surf C G06",238,0.17,0.12,31,"WA","Bothel","RCL G06 Div 4 9Aside","Win RCL G06 Div 3","WYS Presidents Cup G06 Div 3"
"Bellevue United Lee G06",237,0.18,0.11,23,"WA","Bellevue","NPSL Div 2 (06) U11","","Founders Cup G06 Div A"
"Seattle Celtic White G06",230,0.17,0.11,29,"WA","Seattle","PSPL Classic 1 U11, PSPL Classic 2 U11","Spr PSPL Classic U11","WA Cup U11 Silver U11"
"PacNW Gold G06",222,0.19,0.09,32,"WA","Tukwila","RCL G06 Div 4 9Aside","Win RCL G06 Div 4","WYS Presidents Cup G06 Div 3"
"FPSC Fury Black G06",214,0.15,0.11,30,"WA","Tacoma","PSPL WSPL 1 U11","Spr PSPL Classic U11","WA Cup U11 Silver U11"
"PacNW White G06",214,0.17,0.1,32,"WA","Tukwila","RCL G06 Div 3 9Aside","Win RCL G06 Div 3",""
"RV Slammers Orange G06",199,0.18,0.08,26,"WA","Auburn","NPSL Div 2 (06) U11","Spr NPSL (06) Div 2 U11","WYS Presidents Cup G06 Div 2"
"FC Bellevue G06",180,0.12,0.11,10,"WA","Bellevue","","Spr PSPL Classic U11","WA Cup U11 Bronze U11"
"FC Spokane Black McGarity G06",178,0.13,0.1,14,"WA","Spokane","IPL West U11, IPL East U11","Spr IPL West U11",""
"NPSA Titans Navy Mercer Island G06",175,0.24,0.05,13,"WA","Mercer Island","PSPL Copa Red U11","",""
"Seattle United S Blue G06",169,0.08,0.15,19,"WA","Seattle","NPSL Div 1 (06) U11","Spr NPSL (06) Div 1 U11",""
"Valley Thunder SC G06",167,0.12,0.1,10,"ID","Lewiston","PSPL-Inland Copa 2 North U12","",""
"MVP Marauders White G06",162,0.14,0.08,30,"WA","Maple Valley","PSPL Copa Blue U11","Spr PSPL Copa U11","WA Cup U11 Bronze U11"
"FWFC White G06",155,0.14,0.08,36,"WA","Federal Way","RCL G06 Div 3 9Aside","Win RCL G06 Div 4","WYS Presidents Cup G06 Div 3"
"Rogue Valley Timbers Red G06",153,0.13,0.08,9,"OR","Medford","SOCL Pacific Crest U12","",""
"PSA Force G06",145,0.09,0.12,22,"WA","Marysville","NPSL Div 1 (06) U11","",""
"Bend FC Timbers Bachelor G06",145,0.16,0.07,28,"OR","Bend","PTT G06 Div 1 White","Spr OYS G06 Div 1 White","OYS Presidents Cup G06"
"THUSC Tungsten G06",143,0.11,0.1,18,"OR","Tualatin Hills","PTT G06 Div 2 West","Spr OYS G06 Div 2 Orange",""
"Idaho Rush Black G06",139,0.07,0.15,14,"ID","Boise","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"Ellensburg Elite G06",133,0.18,0.05,13,"WA","Ellensburg","PSPL-Inland Copa 2 U11","Spr PSPL-Inland Copa Classic U11",""
"MRFC White G06",132,0.13,0.07,22,"WA","Bonney Lake","PSPL Copa Blue U11","Spr PSPL Copa U11",""
"Breakers Red Tobin G06",126,0.11,0.09,24,"WA","Spokane","PSPL-Inland Copa 1 U11","Spr PSPL-Inland Copa Classic U11",""
"Kent United Green G06",118,0.09,0.1,23,"WA","Kent","NPSL Div 2 (06) U11","Spr NPSL (06) Div 2 U11","Founders Cup G06 Div A"
"SSC Shadow United White G06",111,0.1,0.08,19,"WA","Spokane","IPL West U11, IPL East U11","Spr IPL West U11",""
"Normandy Park SC Blue G06",106,0.16,0.05,10,"WA","Tukwila","PSPL Copa Red U11","",""
"PCU White G06",105,0.1,0.08,19,"OR","Portland","PTT G06 Div 2 East","Spr OYS G06 Div 2 Yellow","OYS Founders Cup G06"
"THUSC Nobelium G06",101,0.11,0.07,20,"OR","Tualatin Hills","PTT G06 Div 2 South","Spr OYS G06 Div 2 Yellow","OYS Founders Cup G06"
"ISC Gunners Select G06",95,0.11,0.07,18,"WA","Issaquah","PSPL Copa Blue U11","Spr PSPL Copa U11",""
"NEU Silver G06",94,0.08,0.09,23,"OR","Portland","PTT G06 Div 2 East","Spr OYS G06 Div 2 Yellow","OYS Founders Cup G06"
"CBYSA Allen G06",94,0.18,0.04,10,"WA","","PSPL-Inland Copa 2 U11","",""
"MIFC Islanders G06",94,0.11,0.07,19,"WA","Mercer Island","NPSL Div 3 (06) U11","",""
"NSC Impact Black G06",84,0.14,0.05,22,"WA","Woodinvile","NPSL Div 3 (06) U11","",""
"Southlake Select Red G06",76,0.12,0.05,23,"WA","Renton","NPSL Div 3 (06) U11","","Founders Cup G06 Div A"
"Seattle Celtic Orange G06",75,0.09,0.07,26,"WA","Seattle","PSPL Copa Red U11","Spr PSPL Copa U11",""
"Crossfire Select Leskinen G06",65,0.08,0.07,23,"WA","Redmond","NPSL Div 2 (06) U11","Spr NPSL (06) Div 2 U11",""
"Molalla YS Mayhem G06",65,0.1,0.06,17,"OR","Molalla","PTT G06 Div 2 South","Spr OYS G06 Div 2 Yellow",""
"Fuerza FC Academy G06",63,0.13,0.05,13,"WA","Marysville","PSPL Copa Red U11","",""
"SGESC Fusion Navy G06",60,0.11,0.05,16,"WA","Graham","PSPL Copa Blue U11","",""
"BIFC Blue G06",58,0.07,0.09,19,"WA","Bainbridge","NPSL Div 2 (06) U11","",""
"BSC Portland Gold G06",53,0.11,0.05,16,"OR","Portland","PTT G06 Div 2 West","Spr OYS G06 Div 2 Orange",""
"STU Evolution Black G06",49,0.09,0.06,12,"WA","","NPSL Div 2 (06) U11","",""
"ASE Hat Tricksters G06",48,0.1,0.05,18,"WA","Pasco","PSPL-Inland Copa 2 U11","Spr PSPL-Inland Copa 1 U11",""
"Eagleclaw FA Blue Eagles G06",39,0.14,0.04,17,"WA","","PSPL Classic 2 U11","Spr PSPL Copa U11",""
"HSC Newberg G06",27,0.08,0.06,17,"OR","Hillsboro","PTT G06 Div 2 South","Spr OYS G06 Div 2 Yellow",""
"LYS Red Cheetahs G06",24,0.08,0.06,21,"OR","","PTT G06 Div 2 West","Spr OYS G06 Div 2 Yellow","OYS Founders Cup G06"
"Eastside FC Grey G06",23,0.07,0.06,33,"WA","Preston","RCL G06 Div 4 9Aside","Win RCL G06 Div 4","WYS Presidents Cup G06 Div 3"
"FC Columbia County G06",9,0.07,0.06,23,"OR","","PTT G06 Div 2 West","Spr OYS G06 Div 2 Orange","OYS Founders Cup G06"
"NW United Red G06",3,0.09,0.05,26,"WA","Burlington","RCL G06 Div 4 9Aside","Win RCL G06 Div 4","WYS Presidents Cup G06 Div 3"
"SSC Shadow United Atkinson G06",-1,0.09,0.04,15,"WA","Spokane","IPL West U11, IPL East U11","Spr IPL West U11",""
"Canyon Optimist Inferno G06",-10,0.06,0.06,14,"ID","","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"Cheney Storm FC G06",-22,0.05,0.07,16,"WA","Cheney","PSPL-Inland Copa 2 U11","Spr PSPL-Inland Copa 1 U11",""
"Emerald City FC Green G06",-23,0.04,0.07,23,"WA","Seattle","PSPL Classic 2 U11","Spr PSPL Copa U11","WA Cup U11 Bronze U11"
"Ashland SC Rockers G06",-27,0.05,0.06,9,"OR","Ashland","SOCL Pacific Crest U12","",""
"SGESC Fusion White G06",-28,0.09,0.04,13,"WA","Graham","PSPL Copa Blue U11","",""
"Breakers Red Averett G06",-29,0.07,0.05,14,"WA","Spokane","PSPL-Inland Copa 2 U11","Spr PSPL-Inland Copa 1 U11",""
"WAFC Lil Divas G06",-40,0.06,0.05,17,"OR","Woodburn","PTT G06 Div 1 White","Spr OYS G06 Div 2 Red",""
"Newport FC G06",-54,0.06,0.05,15,"WA","Bellevue","NPSL Div 3 (06) U11","",""
"Harbor Premier White G06",-80,0.05,0.04,28,"WA","Gig Harbor","RCL G06 Div 4 9Aside","Win RCL G06 Div 4","WYS Presidents Cup G06 Div 3"
"Indie Chicas Cyan G06",-81,0.07,0.03,14,"ID","Eagle","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"FC Nova Red SH G06",-83,0.06,0.04,14,"ID","Boise","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"FC Nova Red SB G06",-102,0.06,0.03,16,"ID","Boise","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"Seattle Celtic Black G06",-119,0.04,0.04,18,"WA","Seattle","PSPL Copa Red U11","Spr PSPL Copa U11",""
"Lake Hills Shadow G06",-137,0.04,0.04,20,"WA","Bellevue","NPSL Div 3 (06) U11","","Founders Cup G06 Div A"
"Twin Falls Rapids G06",-137,0.07,0.02,13,"ID","","Idaho D3 U11 South U11","Spr Idaho D3 U11 South",""
"Seattle United NE White G06",-182,0.04,0.03,19,"WA","Seattle","NPSL Div 3 (06) U11","",""
"FME Fusion G06",-183,0.05,0.02,15,"WA","Fife","NPSL Div 3 (06) U11","",""
"Breakers Red Christy G06",-192,0.03,0.04,17,"WA","Spokane","PSPL-Inland Copa 1 U11","Spr PSPL-Inland Copa 1 U11",""
"BSC Hood River Black G06",-207,0.02,0.04,11,"OR","Hood River","PTT G06 Div 2 East","",""
"Valor Maroon Welch G06",-216,0.04,0.02,11,"WA","Spokane","PSPL-Inland Copa 2 U11","Spr PSPL-Inland Copa 1 U11",""
